7264	0.6654804270462633	0.4	0.08148148148148149	0.6				
7265	0.6654804270462633	0.4	0.08148148148148149	0.6				
7266	0.6654804270462633	0.4	0.08148148148148149	0.6				
7267	0.6654804270462633	0.4	0.08148148148148149	0.6				
7268	0.6654804270462633	0.3979591836734694	0.08148148148148149	0.6				
7269	0.6654804270462633	0.4	0.08148148148148149	0.6				
7270	0.6654804270462633	0.4	0.08148148148148149	0.6				
7271	0.6654804270462633	0.4	0.08088235294117647	0.6				
7272	0.6654804270462633	0.4	0.08088235294117647	0.6				
7273	0.6654804270462633	0.4	0.08088235294117647	0.6				
7274	0.6654804270462633	0.4	0.08088235294117647	0.6				
7275	0.6654804270462633	0.39690721649484534	0.08088235294117647	0.6				
7276	0.6690391459074733	0.39690721649484534	0.08088235294117647	0.6				
7277	0.6690391459074733	0.39690721649484534	0.08088235294117647	0.6				
7278	0.6690391459074733	0.39487179487179486	0.08088235294117647	0.6				
7279	0.6690391459074733	0.39487179487179486	0.08088235294117647	0.6				
7280	0.6690391459074733	0.39487179487179486	0.08088235294117647	0.6				
7281	0.6690391459074733	0.39487179487179486	0.08088235294117647	0.6				
7282	0.6690391459074733	0.3979591836734694	0.08088235294117647	0.6				
7283	0.6690391459074733	0.3979591836734694	0.08088235294117647	0.6				
7284	0.6690391459074733	0.4	0.08088235294117647	0.6				
7285	0.6666666666666666	0.4	0.08088235294117647	0.6				
7286	0.6690391459074733	0.4	0.08088235294117647	0.6				
7287	0.6690391459074733	0.4	0.08088235294117647	0.6				
7288	0.6690391459074733	0.4	0.08088235294117647	0.6				
7289	0.6690391459074733	0.4	0.08088235294117647	0.6				
7290	0.6690391459074733	0.4	0.08088235294117647	0.6				
7291	0.6690391459074733	0.4	0.08088235294117647	0.6				
7292	0.6702127659574468	0.4	0.08029197080291971	0.6				
7293	0.6702127659574468	0.3979591836734694	0.08029197080291971	0.6				
7294	0.6690391459074733	0.4	0.08029197080291971	0.6				
7295	0.6690391459074733	0.4	0.08029197080291971	0.6				
7296	0.6690391459074733	0.4030612244897959	0.08029197080291971	0.6				
7297	0.6690391459074733	0.4030612244897959	0.08029197080291971	0.6				
7298	0.6690391459074733	0.4030612244897959	0.08029197080291971	0.6				
7299	0.6690391459074733	0.4030612244897959	0.08029197080291971	0.6				
7300	0.6690391459074733	0.4030612244897959	0.08029197080291971	0.6				
7301	0.6690391459074733	0.4030612244897959	0.07971014492753623	0.6				
7302	0.6690391459074733	0.4030612244897959	0.07971014492753623	0.6				
7303	0.6666666666666666	0.4030612244897959	0.07971014492753623	0.6				
7304	0.6666666666666666	0.4030612244897959	0.07971014492753623	0.6				
7305	0.6654804270462633	0.4030612244897959	0.07971014492753623	0.6				
7306	0.6654804270462633	0.4010152284263959	0.07971014492753623	0.6				
7307	0.6654804270462633	0.4010152284263959	0.07971014492753623	0.6				
7308	0.6654804270462633	0.4010152284263959	0.07971014492753623	0.6				
7309	0.6654804270462633	0.4010152284263959	0.07971014492753623	0.6				
7310	0.6654804270462633	0.4010152284263959	0.07971014492753623	0.5454545454545454				
7311	0.6654804270462633	0.4010152284263959	0.07971014492753623	0.5454545454545454				
7312	0.6631205673758865	0.4010152284263959	0.08029197080291971	0.5454545454545454				
7313	0.6631205673758865	0.4010152284263959	0.08029197080291971	0.5454545454545454				
7314	0.6631205673758865	0.4010152284263959	0.08029197080291971	0.5454545454545454				
7315	0.6631205673758865	0.4010152284263959	0.08029197080291971	0.5454545454545454				
7316	0.6631205673758865	0.398989898989899	0.08029197080291971	0.5454545454545454				
7317	0.6631205673758865	0.4010152284263959	0.07971014492753623	0.5454545454545454				
7318	0.6631205673758865	0.4010152284263959	0.07971014492753623	0.5454545454545454				
7319	0.6631205673758865	0.4010152284263959	0.07971014492753623	0.5454545454545454				
7320	0.6631205673758865	0.4010152284263959	0.07971014492753623	0.5454545454545454				
7321	0.6595744680851063	0.4010152284263959	0.07971014492753623	0.5454545454545454				
7322	0.6595744680851063	0.4010152284263959	0.07971014492753623	0.5454545454545454				
7323	0.6595744680851063	0.4010152284263959	0.07971014492753623	0.5454545454545454				
7324	0.6595744680851063	0.4010152284263959	0.07971014492753623	0.5454545454545454				
7325	0.6595744680851063	0.4010152284263959	0.07971014492753623	0.5833333333333334				
7326	0.6595744680851063	0.4010152284263959	0.07913669064748201	0.5833333333333334				
7327	0.6595744680851063	0.4010152284263959	0.07246376811594203	0.5833333333333334				
7328	0.6595744680851063	0.4010152284263959	0.07246376811594203	0.5833333333333334				
7329	0.6595744680851063	0.398989898989899	0.07246376811594203	0.5833333333333334				
7330	0.657243816254417	0.398989898989899	0.07246376811594203	0.5833333333333334				
7331	0.657243816254417	0.4020100502512563	0.07246376811594203	0.5833333333333334				
7332	0.657243816254417	0.4020100502512563	0.07246376811594203	0.5833333333333334				
7333	0.6560283687943262	0.4020100502512563	0.07246376811594203	0.5833333333333334				
7334	0.6560283687943262	0.4020100502512563	0.07246376811594203	0.5833333333333334				
7335	0.6560283687943262	0.4020100502512563	0.07246376811594203	0.5833333333333334				
7336	0.6560283687943262	0.4020100502512563	0.07246376811594203	0.5833333333333334				
7337	0.6560283687943262	0.4020100502512563	0.07246376811594203	0.5833333333333334				
7338	0.6560283687943262	0.40404040404040403	0.07246376811594203	0.5833333333333334				
7339	0.657243816254417	0.40404040404040403	0.07246376811594203	0.5833333333333334				
7340	0.657243816254417	0.40404040404040403	0.07246376811594203	0.5833333333333334				
7341	0.6584507042253521	0.40404040404040403	0.07246376811594203	0.5833333333333334				
7342	0.6584507042253521	0.40404040404040403	0.07246376811594203	0.5833333333333334				
7343	0.6584507042253521	0.40404040404040403	0.07246376811594203	0.5833333333333334				
7344	0.6584507042253521	0.40404040404040403	0.07246376811594203	0.5833333333333334				
7345	0.6584507042253521	0.40404040404040403	0.07246376811594203	0.5833333333333334				
7346	0.657243816254417	0.4020100502512563	0.07246376811594203	0.6153846153846154				
7347	0.6560283687943262	0.4020100502512563	0.07246376811594203	0.6153846153846154				
7348	0.6560283687943262	0.398989898989899	0.07246376811594203	0.6153846153846154				
7349	0.6548042704626335	0.398989898989899	0.07194244604316546	0.6153846153846154				
7350	0.6548042704626335	0.398989898989899	0.07194244604316546	0.6153846153846154				
7351	0.6548042704626335	0.398989898989899	0.07194244604316546	0.6428571428571429				
7352	0.6548042704626335	0.398989898989899	0.07194244604316546	0.6428571428571429				
7353	0.6548042704626335	0.4020100502512563	0.07194244604316546	0.6666666666666666				
7354	0.6548042704626335	0.4020100502512563	0.07194244604316546	0.6666666666666666				
7355	0.6548042704626335	0.4020100502512563	0.07194244604316546	0.6666666666666666				
7356	0.6548042704626335	0.4020100502512563	0.07194244604316546	0.6666666666666666				
7357	0.6524822695035462	0.4020100502512563	0.07194244604316546	0.6875				
7358	0.6524822695035462	0.4020100502512563	0.07142857142857142	0.6875				
7359	0.6512455516014235	0.4020100502512563	0.07142857142857142	0.6875				
7360	0.6512455516014235	0.4020100502512563	0.07142857142857142	0.6875				
7361	0.6512455516014235	0.4020100502512563	0.07142857142857142	0.6875				
7362	0.65	0.4020100502512563	0.07142857142857142	0.6875				
7363	0.65	0.398989898989899	0.07142857142857142	0.6875				
7364	0.6512455516014235	0.398989898989899	0.07142857142857142	0.6875				
7365	0.6512455516014235	0.3969849246231156	0.07142857142857142	0.6875				
7366	0.6512455516014235	0.3969849246231156	0.07142857142857142	0.6875				
7367	0.6512455516014235	0.3969849246231156	0.07142857142857142	0.6875				
7368	0.6512455516014235	0.3969849246231156	0.07142857142857142	0.6875				
7369	0.6512455516014235	0.3969849246231156	0.07142857142857142	0.6875				
7370	0.65	0.3969849246231156	0.07142857142857142	0.6875				
7371	0.65	0.3969849246231156	0.07142857142857142	0.6875				
7372	0.65	0.4	0.07142857142857142	0.6875				
7373	0.6476868327402135	0.4	0.07142857142857142	0.6875				
7374	0.6476868327402135	0.4	0.07142857142857142	0.6875				
7375	0.6476868327402135	0.4	0.07142857142857142	0.6875				
7376	0.6476868327402135	0.4	0.07142857142857142	0.6875				
7377	0.6476868327402135	0.4	0.07142857142857142	0.6875				
7378	0.6476868327402135	0.4	0.07142857142857142	0.6875				
7379	0.6476868327402135	0.4020100502512563	0.07142857142857142	0.6875				
7380	0.6464285714285715	0.4020100502512563	0.07142857142857142	0.6875				
7381	0.6464285714285715	0.4020100502512563	0.07142857142857142	0.6875				
7382	0.6441281138790036	0.4	0.07142857142857142	0.6875				
7383	0.6441281138790036	0.4	0.07142857142857142	0.6875				
7384	0.6441281138790036	0.4	0.07142857142857142	0.6875				
7385	0.6441281138790036	0.4	0.07142857142857142	0.6875				
7386	0.6441281138790036	0.4	0.07142857142857142	0.6875				
7387	0.6441281138790036	0.4	0.07142857142857142	0.6875				
7388	0.6441281138790036	0.4020100502512563	0.07142857142857142	0.6875				
7389	0.6441281138790036	0.4020100502512563	0.07142857142857142	0.6470588235294118				
7390	0.6428571428571429	0.4020100502512563	0.07142857142857142	0.6470588235294118				
7391	0.6405693950177936	0.4020100502512563	0.07142857142857142	0.6666666666666666				
7392	0.6405693950177936	0.4	0.07092198581560284	0.6666666666666666				
7393	0.6405693950177936	0.4	0.07092198581560284	0.6666666666666666				
7394	0.6405693950177936	0.4	0.07092198581560284	0.6666666666666666				
7395	0.6405693950177936	0.4	0.07092198581560284	0.6666666666666666				
7396	0.6405693950177936	0.4	0.07092198581560284	0.6666666666666666				
7397	0.6405693950177936	0.4	0.07092198581560284	0.6666666666666666				
7398	0.6392857142857142	0.4	0.07092198581560284	0.6666666666666666				
7399	0.6392857142857142	0.4	0.07092198581560284	0.6666666666666666				
7400	0.6392857142857142	0.4	0.07092198581560284	0.6666666666666666				
7401	0.6405693950177936	0.4	0.07092198581560284	0.6666666666666666				
7402	0.6405693950177936	0.4	0.07042253521126761	0.6666666666666666				
7403	0.6405693950177936	0.4020100502512563	0.07042253521126761	0.6666666666666666				
7404	0.6405693950177936	0.4020100502512563	0.07042253521126761	0.6666666666666666				
7405	0.6405693950177936	0.4020100502512563	0.07042253521126761	0.6666666666666666				
7406	0.6405693950177936	0.405	0.07042253521126761	0.6666666666666666				
7407	0.6405693950177936	0.405	0.07042253521126761	0.6666666666666666				
7408	0.6392857142857142	0.405	0.07042253521126761	0.6666666666666666				
7409	0.6392857142857142	0.405	0.07042253521126761	0.6666666666666666				
7410	0.6392857142857142	0.405	0.07042253521126761	0.6842105263157895				
7411	0.6392857142857142	0.405	0.07042253521126761	0.6842105263157895				
7412	0.6392857142857142	0.405	0.07042253521126761	0.6842105263157895				
7413	0.6405693950177936	0.405	0.07042253521126761	0.6842105263157895				
7414	0.6418439716312057	0.405	0.07042253521126761	0.6842105263157895				
7415	0.6418439716312057	0.4079601990049751	0.06993006993006994	0.6842105263157895				
7416	0.6418439716312057	0.4079601990049751	0.06993006993006994	0.6842105263157895				
7417	0.6418439716312057	0.4079601990049751	0.06993006993006994	0.6842105263157895				
7418	0.6418439716312057	0.41089108910891087	0.06993006993006994	0.6842105263157895				
7419	0.6418439716312057	0.41089108910891087	0.06993006993006994	0.6842105263157895				
7420	0.6418439716312057	0.4079601990049751	0.06993006993006994	0.65				
7421	0.6405693950177936	0.4079601990049751	0.06993006993006994	0.65				
7422	0.6405693950177936	0.4079601990049751	0.06993006993006994	0.65				
7423	0.6405693950177936	0.4079601990049751	0.06993006993006994	0.65				
7424	0.6382978723404256	0.4079601990049751	0.06993006993006994	0.65				
7425	0.6382978723404256	0.4079601990049751	0.06993006993006994	0.65				
7426	0.6382978723404256	0.4079601990049751	0.06993006993006994	0.65				
7427	0.6382978723404256	0.4079601990049751	0.06993006993006994	0.65				
7428	0.6382978723404256	0.40594059405940597	0.06993006993006994	0.65				
7429	0.6382978723404256	0.40298507462686567	0.06993006993006994	0.65				
7430	0.6382978723404256	0.40298507462686567	0.06993006993006994	0.65				
7431	0.6382978723404256	0.40298507462686567	0.06993006993006994	0.65				
7432	0.6382978723404256	0.40298507462686567	0.06993006993006994	0.65				
7433	0.6382978723404256	0.40298507462686567	0.06993006993006994	0.65				
7434	0.6382978723404256	0.40298507462686567	0.06944444444444445	0.65				
7435	0.6370106761565836	0.40298507462686567	0.06993006993006994	0.65				
7436	0.6347517730496454	0.40298507462686567	0.06993006993006994	0.65				
7437	0.6347517730496454	0.40298507462686567	0.06993006993006994	0.65				
7438	0.6334519572953736	0.40298507462686567	0.06993006993006994	0.65				
7439	0.6321428571428571	0.405	0.06993006993006994	0.65				
7440	0.6321428571428571	0.405	0.06993006993006994	0.65				
7441	0.6321428571428571	0.40298507462686567	0.06993006993006994	0.65				
7442	0.6321428571428571	0.40298507462686567	0.06993006993006994	0.65				
7443	0.6321428571428571	0.40298507462686567	0.06944444444444445	0.65				
7444	0.6321428571428571	0.40298507462686567	0.06944444444444445	0.65				
7445	0.6298932384341637	0.40298507462686567	0.06944444444444445	0.65				
7446	0.6285714285714286	0.40298507462686567	0.06944444444444445	0.65				
7447	0.6298932384341637	0.40298507462686567	0.06944444444444445	0.65				
7448	0.6312056737588653	0.40298507462686567	0.06944444444444445	0.65				
7449	0.6312056737588653	0.40298507462686567	0.06944444444444445	0.65				
7450	0.6312056737588653	0.40298507462686567	0.06944444444444445	0.65				
7451	0.6312056737588653	0.400990099009901	0.06944444444444445	0.6666666666666666				
7452	0.6312056737588653	0.40298507462686567	0.06944444444444445	0.6666666666666666				
7453	0.6312056737588653	0.40594059405940597	0.06944444444444445	0.6666666666666666				
7454	0.6312056737588653	0.40594059405940597	0.06896551724137931	0.6666666666666666				
7455	0.6334519572953736	0.40594059405940597	0.06896551724137931	0.6666666666666666				
7456	0.6334519572953736	0.40594059405940597	0.06896551724137931	0.6666666666666666				
7457	0.6334519572953736	0.40594059405940597	0.06896551724137931	0.6666666666666666				
7458	0.6312056737588653	0.40594059405940597	0.06896551724137931	0.6666666666666666				
7459	0.6312056737588653	0.40594059405940597	0.06896551724137931	0.6666666666666666				
7460	0.6312056737588653	0.40594059405940597	0.06896551724137931	0.6666666666666666				
7461	0.6312056737588653	0.40594059405940597	0.06896551724137931	0.6666666666666666				
7462	0.6312056737588653	0.4039408866995074	0.06896551724137931	0.6666666666666666				
7463	0.6312056737588653	0.4039408866995074	0.06896551724137931	0.6818181818181818				
7464	0.6312056737588653	0.40594059405940597	0.06896551724137931	0.6818181818181818				
7465	0.6334519572953736	0.40594059405940597	0.06896551724137931	0.6956521739130435				
7466	0.6321428571428571	0.40594059405940597	0.06896551724137931	0.6956521739130435				
7467	0.6298932384341637	0.40594059405940597	0.06896551724137931	0.6956521739130435				
7468	0.6298932384341637	0.40594059405940597	0.06896551724137931	0.6956521739130435				
7469	0.6298932384341637	0.40594059405940597	0.06896551724137931	0.6956521739130435				
7470	0.6298932384341637	0.40594059405940597	0.06896551724137931	0.6956521739130435				
7471	0.6298932384341637	0.4039408866995074	0.06896551724137931	0.6956521739130435				
7472	0.6298932384341637	0.4039408866995074	0.06896551724137931	0.6956521739130435				
7473	0.6285714285714286	0.40594059405940597	0.06896551724137931	0.6956521739130435				
7474	0.6285714285714286	0.40594059405940597	0.06896551724137931	0.6956521739130435				
7475	0.6272401433691757	0.40594059405940597	0.0684931506849315	0.6956521739130435				
7476	0.625	0.40594059405940597	0.0684931506849315	0.6956521739130435				
7477	0.625	0.40594059405940597	0.0684931506849315	0.6956521739130435				
7478	0.6236559139784946	0.40594059405940597	0.0684931506849315	0.6956521739130435				
7479	0.6236559139784946	0.40594059405940597	0.0684931506849315	0.6956521739130435				
7480	0.6223021582733813	0.40594059405940597	0.0684931506849315	0.6666666666666666				
7481	0.6209386281588448	0.4039408866995074	0.0684931506849315	0.6666666666666666				
7482	0.6195652173913043	0.4039408866995074	0.0684931506849315	0.6666666666666666				
7483	0.6195652173913043	0.4039408866995074	0.0684931506849315	0.6666666666666666				
7484	0.6195652173913043	0.4039408866995074	0.06802721088435375	0.68				
7485	0.6173285198555957	0.4068627450980392	0.06802721088435375	0.68				
7486	0.6173285198555957	0.4068627450980392	0.06802721088435375	0.68				
7487	0.6173285198555957	0.4088669950738916	0.06802721088435375	0.68				
7488	0.6173285198555957	0.4088669950738916	0.06802721088435375	0.68				
7489	0.6173285198555957	0.40594059405940597	0.06802721088435375	0.68				
7490	0.6173285198555957	0.40594059405940597	0.06802721088435375	0.68				
7491	0.6173285198555957	0.40594059405940597	0.06802721088435375	0.68				
7492	0.6173285198555957	0.40594059405940597	0.06802721088435375	0.68				
7493	0.6173285198555957	0.40594059405940597	0.06802721088435375	0.68				
7494	0.6173285198555957	0.40594059405940597	0.06802721088435375	0.68				
7495	0.6151079136690647	0.4039408866995074	0.06802721088435375	0.68				
7496	0.6151079136690647	0.4068627450980392	0.06802721088435375	0.68				
7497	0.6151079136690647	0.4068627450980392	0.06802721088435375	0.68				
7498	0.6151079136690647	0.4068627450980392	0.06802721088435375	0.68				
7499	0.6151079136690647	0.4068627450980392	0.06756756756756757	0.68				
7500	0.6151079136690647	0.4097560975609756	0.06756756756756757	0.6923076923076923				
7501	0.6151079136690647	0.4097560975609756	0.06756756756756757	0.6923076923076923				
7502	0.6151079136690647	0.4097560975609756	0.06756756756756757	0.6923076923076923				
7503	0.6151079136690647	0.4097560975609756	0.06756756756756757	0.6923076923076923				
7504	0.6129032258064516	0.4097560975609756	0.06756756756756757	0.6923076923076923				
7505	0.6115107913669064	0.4097560975609756	0.06756756756756757	0.6923076923076923				
7506	0.6115107913669064	0.4097560975609756	0.06756756756756757	0.6923076923076923				
7507	0.6115107913669064	0.4097560975609756	0.06756756756756757	0.6923076923076923				
7508	0.6115107913669064	0.4097560975609756	0.06756756756756757	0.7037037037037037				
7509	0.6115107913669064	0.4077669902912621	0.06756756756756757	0.7037037037037037				
7510	0.6115107913669064	0.4077669902912621	0.06756756756756757	0.7037037037037037				
7511	0.6115107913669064	0.4077669902912621	0.06756756756756757	0.7142857142857143				
7512	0.6101083032490975	0.4077669902912621	0.06802721088435375	0.7142857142857143				
7513	0.6086956521739131	0.4097560975609756	0.06756756756756757	0.7142857142857143				
7514	0.6086956521739131	0.4097560975609756	0.06756756756756757	0.7142857142857143				
7515	0.6086956521739131	0.4097560975609756	0.061224489795918366	0.7241379310344828				
7516	0.6086956521739131	0.4097560975609756	0.061224489795918366	0.7241379310344828				
7517	0.6086956521739131	0.4097560975609756	0.061224489795918366	0.7241379310344828				
7518	0.6064981949458483	0.4077669902912621	0.061224489795918366	0.7241379310344828				
7519	0.6064981949458483	0.4077669902912621	0.061224489795918366	0.7241379310344828				
7520	0.6064981949458483	0.4077669902912621	0.061224489795918366	0.7241379310344828				
7521	0.6064981949458483	0.4077669902912621	0.061224489795918366	0.7241379310344828				
7522	0.6064981949458483	0.4077669902912621	0.061224489795918366	0.7241379310344828				
7523	0.6064981949458483	0.4077669902912621	0.060810810810810814	0.7241379310344828				
7524	0.605072463768116	0.4077669902912621	0.060810810810810814	0.7241379310344828				
7525	0.6064981949458483	0.4077669902912621	0.060810810810810814	0.7241379310344828				
7526	0.6064981949458483	0.4077669902912621	0.060810810810810814	0.7241379310344828				
7527	0.6079136690647482	0.4077669902912621	0.060810810810810814	0.7241379310344828				
7528	0.6079136690647482	0.4029126213592233	0.060810810810810814	0.7241379310344828				
7529	0.6079136690647482	0.4029126213592233	0.060810810810810814	0.7241379310344828				
7530	0.6079136690647482	0.4029126213592233	0.060810810810810814	0.7241379310344828				
7531	0.6079136690647482	0.4029126213592233	0.060810810810810814	0.7241379310344828				
7532	0.6079136690647482	0.4029126213592233	0.060810810810810814	0.7241379310344828				
7533	0.6101083032490975	0.4029126213592233	0.061224489795918366	0.7241379310344828				
7534	0.6086956521739131	0.4029126213592233	0.061224489795918366	0.7241379310344828				
7535	0.6086956521739131	0.4029126213592233	0.060810810810810814	0.7241379310344828				
7536	0.6086956521739131	0.4029126213592233	0.060810810810810814	0.7241379310344828				
7537	0.6064981949458483	0.4029126213592233	0.060810810810810814	0.7				
7538	0.6064981949458483	0.4029126213592233	0.060810810810810814	0.7				
7539	0.6064981949458483	0.40096618357487923	0.060810810810810814	0.7				
7540	0.6064981949458483	0.40096618357487923	0.060810810810810814	0.7				
7541	0.6064981949458483	0.40096618357487923	0.060810810810810814	0.7				
7542	0.6064981949458483	0.40096618357487923	0.061224489795918366	0.7				
7543	0.6064981949458483	0.40096618357487923	0.061224489795918366	0.7				
7544	0.6079136690647482	0.40096618357487923	0.060810810810810814	0.7				
7545	0.6079136690647482	0.40096618357487923	0.060810810810810814	0.7				
7546	0.6115107913669064	0.40096618357487923	0.060810810810810814	0.7				
7547	0.6129032258064516	0.40096618357487923	0.060810810810810814	0.7				
7548	0.6129032258064516	0.4029126213592233	0.060810810810810814	0.7				
7549	0.6129032258064516	0.4029126213592233	0.060810810810810814	0.7				
7550	0.6129032258064516	0.40096618357487923	0.060810810810810814	0.7				
7551	0.6115107913669064	0.40096618357487923	0.060810810810810814	0.7				
7552	0.6115107913669064	0.40384615384615385	0.060810810810810814	0.7				
7553	0.6115107913669064	0.40384615384615385	0.06040268456375839	0.7				
7554	0.6115107913669064	0.40384615384615385	0.06040268456375839	0.6774193548387096				
7555	0.6115107913669064	0.40384615384615385	0.06040268456375839	0.6774193548387096				
7556	0.6115107913669064	0.40384615384615385	0.06040268456375839	0.6774193548387096				
7557	0.6115107913669064	0.40384615384615385	0.06040268456375839	0.6875				
7558	0.6093189964157706	0.40384615384615385	0.06040268456375839	0.696969696969697				
7559	0.6107142857142858	0.40384615384615385	0.06040268456375839	0.696969696969697				
7560	0.6142857142857143	0.40384615384615385	0.06040268456375839	0.696969696969697				
7561	0.6156583629893239	0.4019138755980861	0.06040268456375839	0.696969696969697				
7562	0.6156583629893239	0.4019138755980861	0.06	0.696969696969697				
7563	0.6156583629893239	0.4019138755980861	0.06	0.696969696969697				
7564	0.6156583629893239	0.4019138755980861	0.06	0.696969696969697				
7565	0.6156583629893239	0.39903846153846156	0.06	0.696969696969697				
7566	0.6156583629893239	0.3961352657004831	0.06	0.696969696969697				
7567	0.6156583629893239	0.3961352657004831	0.06	0.696969696969697				
7568	0.6142857142857143	0.3961352657004831	0.06	0.696969696969697				
7569	0.6142857142857143	0.3961352657004831	0.06	0.696969696969697				
7570	0.6142857142857143	0.3932038834951456	0.06	0.696969696969697				
7571	0.6142857142857143	0.3961352657004831	0.06	0.696969696969697				
7572	0.6120996441281139	0.3961352657004831	0.059602649006622516	0.696969696969697				
7573	0.6120996441281139	0.3932038834951456	0.059602649006622516	0.696969696969697				
7574	0.6120996441281139	0.3932038834951456	0.059602649006622516	0.696969696969697				
7575	0.6120996441281139	0.3932038834951456	0.059602649006622516	0.696969696969697				
7576	0.6120996441281139	0.3932038834951456	0.059602649006622516	0.696969696969697				
7577	0.6120996441281139	0.3932038834951456	0.059602649006622516	0.696969696969697				
7578	0.6120996441281139	0.3932038834951456	0.059602649006622516	0.696969696969697				
7579	0.6120996441281139	0.3932038834951456	0.059602649006622516	0.696969696969697				
7580	0.6134751773049646	0.3932038834951456	0.059602649006622516	0.696969696969697				
7581	0.6134751773049646	0.3932038834951456	0.059602649006622516	0.696969696969697				
7582	0.6134751773049646	0.3932038834951456	0.05921052631578947	0.696969696969697				
7583	0.6134751773049646	0.3951219512195122	0.05921052631578947	0.696969696969697				
7584	0.6134751773049646	0.39215686274509803	0.059602649006622516	0.696969696969697				
7585	0.6134751773049646	0.39215686274509803	0.05333333333333334	0.696969696969697				
7586	0.6134751773049646	0.3902439024390244	0.05333333333333334	0.696969696969697				
7587	0.6156583629893239	0.3932038834951456	0.05333333333333334	0.6764705882352942				
7588	0.6156583629893239	0.3932038834951456	0.05333333333333334	0.6764705882352942				
7589	0.6170212765957447	0.3932038834951456	0.05333333333333334	0.6764705882352942				
7590	0.6170212765957447	0.3932038834951456	0.05333333333333334	0.6764705882352942				
7591	0.6170212765957447	0.3932038834951456	0.05333333333333334	0.6764705882352942				
7592	0.6170212765957447	0.3932038834951456	0.05333333333333334	0.6857142857142857				
7593	0.6170212765957447	0.3932038834951456	0.05333333333333334	0.6857142857142857				
7594	0.6170212765957447	0.3951219512195122	0.05333333333333334	0.6944444444444444				
7595	0.6170212765957447	0.3951219512195122	0.052980132450331126	0.6944444444444444				
7596	0.6170212765957447	0.3951219512195122	0.052980132450331126	0.6944444444444444				
7597	0.6170212765957447	0.3951219512195122	0.052980132450331126	0.6944444444444444				
7598	0.6134751773049646	0.3951219512195122	0.052980132450331126	0.6944444444444444				
7599	0.6134751773049646	0.3951219512195122	0.052980132450331126	0.6944444444444444				
7600	0.6134751773049646	0.3951219512195122	0.052980132450331126	0.6944444444444444				
7601	0.6134751773049646	0.3951219512195122	0.052980132450331126	0.6944444444444444				
7602	0.6134751773049646	0.3951219512195122	0.052980132450331126	0.6944444444444444				
7603	0.6134751773049646	0.3951219512195122	0.052980132450331126	0.6944444444444444				
7604	0.6134751773049646	0.3932038834951456	0.052980132450331126	0.7027027027027027				
7605	0.6134751773049646	0.3932038834951456	0.052980132450331126	0.7105263157894737				
7606	0.6134751773049646	0.3961352657004831	0.05263157894736842	0.7105263157894737				
7607	0.6148409893992933	0.3932038834951456	0.05263157894736842	0.7105263157894737				
7608	0.6134751773049646	0.3932038834951456	0.05263157894736842	0.7105263157894737				
7609	0.6134751773049646	0.3932038834951456	0.05263157894736842	0.7105263157894737				
7610	0.6148409893992933	0.3932038834951456	0.05263157894736842	0.7105263157894737				
7611	0.6148409893992933	0.3932038834951456	0.05263157894736842	0.7105263157894737				
7612	0.6161971830985915	0.3932038834951456	0.05263157894736842	0.7105263157894737				
7613	0.6161971830985915	0.3932038834951456	0.05263157894736842	0.7105263157894737				
7614	0.6161971830985915	0.3902439024390244	0.05263157894736842	0.7105263157894737				
7615	0.6161971830985915	0.3902439024390244	0.052980132450331126	0.7105263157894737				
7616	0.6161971830985915	0.3902439024390244	0.052980132450331126	0.7105263157894737				
7617	0.6148409893992933	0.3902439024390244	0.052980132450331126	0.7105263157894737				
7618	0.6148409893992933	0.3902439024390244	0.04666666666666667	0.7105263157894737				
7619	0.6148409893992933	0.3883495145631068	0.04666666666666667	0.7105263157894737				
7620	0.6148409893992933	0.3883495145631068	0.046357615894039736	0.7105263157894737				
7621	0.6126760563380281	0.3883495145631068	0.046357615894039736	0.7105263157894737				
7622	0.6126760563380281	0.3883495145631068	0.046357615894039736	0.7105263157894737				
7623	0.6126760563380281	0.3883495145631068	0.046357615894039736	0.7105263157894737				
7624	0.6126760563380281	0.3902439024390244	0.046357615894039736	0.7105263157894737				
7625	0.6140350877192983	0.3902439024390244	0.046357615894039736	0.6923076923076923				
7626	0.6161971830985915	0.3902439024390244	0.046357615894039736	0.7				
7627	0.6175438596491228	0.3902439024390244	0.046357615894039736	0.7				
7628	0.6175438596491228	0.3902439024390244	0.046357615894039736	0.7				
7629	0.6175438596491228	0.3883495145631068	0.046052631578947366	0.7073170731707317				
7630	0.6175438596491228	0.3883495145631068	0.046052631578947366	0.7073170731707317				
7631	0.6175438596491228	0.3883495145631068	0.046052631578947366	0.7073170731707317				
7632	0.6175438596491228	0.3883495145631068	0.046052631578947366	0.7073170731707317				
7633	0.6175438596491228	0.3883495145631068	0.046052631578947366	0.7073170731707317				
7634	0.6175438596491228	0.3883495145631068	0.046052631578947366	0.7073170731707317				
7635	0.6197183098591549	0.3902439024390244	0.046052631578947366	0.7073170731707317				
7636	0.6197183098591549	0.3902439024390244	0.046052631578947366	0.7073170731707317				
7637	0.6197183098591549	0.3902439024390244	0.046052631578947366	0.7073170731707317				
7638	0.6161971830985915	0.3932038834951456	0.046052631578947366	0.7073170731707317				
7639	0.6175438596491228	0.3961352657004831	0.0457516339869281	0.7073170731707317				
7640	0.6175438596491228	0.3961352657004831	0.0457516339869281	0.7073170731707317				
