row	2000	3000	4000	5000	6000	7000	8000
473							
474							
475							
476							
477							
478							
479							
480							
481							
482							
483							
484							
485							
486							
487							
488							
489							
490							
491							
492							
493							
494							
495							
496							
497							
498							
499							
500							
501							
502							
503							
504							
505							
506							
507							
508							
509							
510							
511							
512							
513							
514							
515							
516							
517							
518							
519							
520							
521							
522							
523							
524							
525							
526							
527							
528							
529							
530							
531							
532							
533							
534							
535							
536							
537							
538							
539							
540							
541							
542							
543							
544							
545							
546							
547							
548							
549							
550							
551							
552							
553							
554							
555							
556							
557							
558							
559							
560							
561							
562							
563							
564							
565							
566							
567							
568							
569							
570							
571							
572							
573							
574							
575							
576							
577							
578							
579							
580							
581							
582							
583							
584							
585							
586							
587							
588							
589							
590							
591							
592							
593							
594							
595							
596							
597							
598							
599							
600							
601							
602							
603							
604							
605							
606							
607							
608							
609							
610							
611							
612							
613							
614							
615							
616							
617							
618							
619							
620							
621							
622							
623							
624							
625							
626							
627							
628							
629							
630							
631							
632							
633							
634							
635							
636							
637							
638							
639							
640							
641							
642							
643							
644							
645							
646							
647							
648							
649							
650							
651							
652							
653							
654							
655							
656							
657							
658							
659							
660							
661							
662							
663							
664							
665							
666							
667							
668							
669							
670							
671							
672							
673							
674							
675							
676							
677							
678							
679							
680							
681							
682							
683							
684							
685							
686							
687							
688							
689							
690							
691							
692							
693							
694							
695							
696							
697							
698							
699							
700							
701							
702							
703							
704							
705							
706							
707							
708							
709							
710							
711							
712							
713							
714							
715							
716							
717							
718							
719							
720							
721							
722							
723							
724							
725							
726							
727							
728							
729							
730							
731							
732							
733							
734							
735							
736							
737							
738							
739							
740							
741							
742							
743							
744							
745							
746							
747							
748							
749							
750							
751							
752							
753							
754							
755							
756							
757							
758							
759							
760							
761							
762							
763							
764							
765							
766							
767							
768							
769							
770							
771							
772							
773							
774							
775							
776							
777							
778							
779							
780							
781							
782							
783							
784							
785							
786							
787							
788							
789							
790							
791							
792							
793							
794							
795							
796							
797							
798							
799							
800							
801							
802							
803							
804							
805							
806							
807							
808							
809							
810							
811							
812							
813							
814							
815							
816							
817							
818							
819							
820							
821							
822							
823							
824							
825							
826							
827							
828							
829							
830							
831							
832							
833							
834							
835							
836							
837							
838							
839							
840							
841							
842							
843							
844							
845							
846							
847							
848							
849							
850							
851							
852							
853							
854							
855							
856							
857							
858							
859							
860							
861							
862							
863							
864							
865							
866							
867							
868							
869							
870							
871							
872							
873							
874							
875							
876							
877							
878							
879							
880							
881							
882							
883							
884							
885							
886							
887							
888							
889							
890							
891							
892							
893							
894							
895							
896							
897							
898							
899							
900							
901							
902							
903							
904							
905							
906							
907							
908							
909							
910							
911							
912							
913							
914							
915							
916							
917							
918							
919							
920							
921							
922							
923							
924							
925							
926							
927							
928							
929							
930							
931							
932							
933							
934							
935							
936							
937							
938							
939							
940							
941							
942							
943							
944							
945							
946							
947							
948							
949							
950							
951							
952							
953							
954							
955							
956							
957							
958							
959							
960							
961							
962							
963							
964							
965							
966							
967							
968							
969							
970							
971							
972							
973							
974							
975							
976							
977							
978							
979							
980							
981							
982							
983							
984							
985							
986							
987							
988							
989							
990							
991							
992							
993							
994							
995							
996							
997							
998							
999							
1000							
1001							
1002							
1003							
1004							
1005							
1006							
1007							
1008							
1009							
1010							
1011							
1012							
1013							
1014							
1015							
1016							
1017							
1018							
1019							
1020							
1021							
1022							
1023							
1024							
1025							
1026							
1027							
1028							
1029							
1030							
1031							
1032							
1033							
1034							
1035							
1036							
1037							
1038							
1039							
1040							
1041							
1042							
1043							
1044							
1045							
1046							
1047							
1048							
1049							
1050							
1051							
1052							
1053							
1054							
1055							
1056							
1057							
1058							
1059							
1060							
1061							
1062							
1063							
1064							
1065							
1066							
1067							
1068							
1069							
1070							
1071							
1072							
1073							
1074							
1075							
1076							
1077							
1078							
1079							
1080							
1081							
1082							
1083							
1084							
1085							
1086							
1087							
1088							
1089							
1090							
1091							
1092							
1093							
1094							
1095							
1096							
1097							
1098							
1099							
1100							
1101							
1102							
1103							
1104							
1105							
1106							
1107							
1108							
1109							
1110							
1111							
1112							
1113							
1114							
1115							
1116							
1117							
1118							
1119							
1120							
1121							
1122							
1123							
1124							
1125							
1126							
1127							
1128							
1129							
1130							
1131							
1132							
1133							
1134							
1135							
1136							
1137							
1138							
1139							
1140							
1141							
1142							
1143							
1144							
1145							
1146							
1147							
1148							
1149							
1150							
1151							
1152							
1153							
1154							
1155							
1156							
1157							
1158							
1159							
1160							
1161							
1162							
1163							
1164							
1165							
1166							
1167							
1168							
1169							
1170							
1171							
1172							
1173							
1174							
1175							
1176							
1177							
1178							
1179							
1180							
1181							
1182							
1183							
1184							
1185							
1186							
1187							
1188							
1189							
1190							
1191							
1192							
1193							
1194							
1195							
1196							
1197							
1198							
1199							
1200							
1201							
1202							
1203							
1204							
1205							
1206							
1207							
1208							
1209							
1210							
1211							
1212							
1213							
1214							
1215							
1216							
1217							
1218							
1219							
1220							
1221							
1222							
1223							
1224							
1225							
1226							
1227							
1228							
1229							
1230							
1231							
1232							
1233							
1234							
1235							
1236							
1237							
1238							
1239							
1240							
1241							
1242							
1243							
1244							
1245							
1246							
1247							
1248							
1249							
1250							
1251							
1252							
1253							
1254							
1255							
1256							
1257							
1258							
1259							
1260							
1261							
1262							
1263							
1264							
1265							
1266							
1267							
1268							
1269							
1270							
1271							
1272							
1273							
1274							
1275							
1276							
1277							
1278							
1279							
1280							
1281							
1282							
1283							
1284							
1285							
1286							
1287							
1288							
1289							
1290							
1291							
1292							
1293							
1294							
1295							
1296							
1297							
1298							
1299							
1300							
1301							
1302							
1303							
1304							
1305							
1306							
1307							
1308							
1309							
1310							
1311							
1312							
1313							
1314							
1315							
1316							
1317							
1318							
1319							
1320							
1321							
1322							
1323							
1324							
1325							
1326							
1327							
1328							
1329							
1330							
1331							
1332							
1333							
1334							
1335							
1336							
1337							
1338							
1339							
1340							
1341							
1342							
1343							
1344							
1345							
1346							
1347							
1348							
1349							
1350							
1351							
1352							
1353							
1354							
1355							
1356							
1357							
1358							
1359							
1360							
1361							
1362							
1363							
1364							
1365							
1366							
1367							
1368							
1369							
1370							
1371							
1372							
1373							
1374							
1375							
1376							
1377							
1378							
1379							
1380							
1381							
1382							
1383							
1384							
1385							
1386							
1387							
1388							
1389							
1390							
1391							
1392							
1393							
1394							
1395							
1396							
1397							
1398							
1399							
1400							
1401							
1402							
1403							
1404							
1405							
1406							
1407							
1408							
1409							
1410							
1411							
1412							
1413							
1414							
1415							
1416							
1417							
1418							
1419							
1420							
1421							
1422							
1423							
1424							
1425							
1426							
1427							
1428							
1429							
1430							
1431							
1432							
1433							
1434							
1435							
1436							
1437							
1438							
1439							
1440							
1441							
1442							
1443							
1444							
1445							
1446							
1447							
1448							
1449							
1450							
1451							
1452							
1453							
1454							
1455							
1456							
1457							
1458							
1459							
1460							
1461							
1462							
1463							
1464							
1465							
1466							
1467							
1468							
1469							
1470							
1471							
1472							
1473							
1474							
1475							
1476							
1477							
1478							
1479							
1480							
1481							
1482							
1483							
1484							
1485							
1486							
1487							
1488							
1489							
1490							
1491							
1492							
1493							
1494							
1495							
1496							
1497							
1498							
1499							
1500							
1501							
1502							
1503							
1504							
1505							
1506							
1507							
1508							
1509							
1510							
1511							
1512							
1513							
1514							
1515							
1516							
1517							
1518							
1519							
1520							
1521							
1522							
1523							
1524							
1525							
1526							
1527							
1528							
1529							
1530							
1531							
1532							
1533							
1534							
1535							
1536							
1537							
1538							
1539							
1540							
1541							
1542							
1543							
1544							
1545							
1546							
1547							
1548							
1549							
1550							
1551							
1552							
1553							
1554							
1555							
1556							
1557							
1558							
1559							
1560							
1561							
1562							
1563							
1564							
1565							
1566							
1567							
1568							
1569							
1570							
1571							
1572							
1573							
1574							
1575							
1576							
1577							
1578							
1579							
1580							
1581							
1582							
1583							
1584							
1585							
1586							
1587							
1588							
1589							
1590							
1591							
1592							
1593							
1594							
1595							
1596							
1597							
1598							
1599							
1600							
1601							
1602							
1603							
1604							
1605							
1606							
1607							
1608							
1609							
1610							
1611							
1612							
1613							
1614							
1615							
1616							
1617							
1618							
1619							
1620							
1621							
1622							
1623							
1624							
1625							
1626							
1627							
1628							
1629							
1630							
1631							
1632							
1633							
1634							
1635							
1636							
1637							
1638							
1639							
1640							
1641							
1642							
1643							
1644							
1645							
1646							
1647							
1648							
1649							
1650							
1651							
1652							
1653							
1654							
1655							
1656							
1657							
1658							
1659							
1660							
1661							
1662							
1663							
1664							
1665							
1666							
1667							
1668							
1669							
1670							
1671							
1672							
1673							
1674							
1675							
1676							
1677							
1678							
1679							
1680							
1681							
1682							
1683							
1684							
1685							
1686							
1687							
1688							
1689							
1690							
1691							
1692							
1693							
1694							
1695							
1696							
1697							
1698							
1699							
1700							
1701							
1702							
1703							
1704							
1705							
1706							
1707							
1708							
1709							
1710							
1711							
1712							
1713							
1714							
1715							
1716							
1717							
1718							
1719							
1720							
1721							
1722							
1723							
1724							
1725							
1726							
1727							
1728							
1729							
1730							
1731							
1732							
1733							
1734							
1735							
1736							
1737							
1738							
1739							
1740							
1741							
1742							
1743							
1744							
1745							
1746							
1747							
1748							
1749							
1750							
1751							
1752							
1753							
1754							
1755							
1756							
1757							
1758							
1759							
1760							
1761							
1762							
1763							
1764							
1765							
1766							
1767							
1768							
1769							
1770							
1771							
1772							
1773							
1774							
1775							
1776							
1777							
1778							
1779							
1780							
1781							
1782							
1783							
1784							
1785							
1786							
1787							
1788							
1789							
1790							
1791							
1792							
1793							
1794							
1795							
1796							
1797							
1798							
1799							
1800							
1801							
1802							
1803							
1804							
1805							
1806							
1807							
1808							
1809							
1810							
1811							
1812							
1813							
1814							
1815							
1816							
1817							
1818							
1819							
1820							
1821							
1822							
1823							
1824							
1825							
1826							
1827							
1828							
1829							
1830							
1831							
1832							
1833							
1834							
1835							
1836							
1837							
1838							
1839							
1840							
1841							
1842							
1843							
1844							
1845							
1846							
1847							
1848							
1849							
1850							
1851							
1852							
1853							
1854							
1855							
1856							
1857							
1858							
1859							
1860							
1861							
1862							
1863							
1864							
1865							
1866							
1867							
1868							
1869							
1870							
1871							
1872							
1873							
1874							
1875							
1876							
1877							
1878							
1879							
1880							
1881							
1882							
1883							
1884							
1885							
1886							
1887							
1888							
1889							
1890							
1891							
1892							
1893							
1894							
1895							
1896							
1897							
1898							
1899							
1900							
1901							
1902							
1903							
1904							
1905							
1906							
1907							
1908							
1909							
1910							
1911							
1912							
1913							
1914							
1915							
1916							
1917							
1918							
1919							
1920							
1921							
1922							
1923							
1924							
1925							
1926							
1927							
1928							
1929							
1930							
1931							
1932							
1933							
1934							
1935							
1936							
1937							
1938							
1939							
1940							
1941							
1942							
1943							
1944							
1945							
1946							
1947							
1948							
1949							
1950							
1951							
1952							
1953							
1954							
1955							
1956							
1957							
1958							
1959							
1960							
1961							
1962							
1963							
1964							
1965							
1966							
1967							
1968							
1969							
1970							
1971							
1972							
1973							
1974							
1975							
1976							
1977							
1978							
1979							
1980							
1981							
1982							
1983							
1984							
1985							
1986							
1987							
1988							
1989							
1990							
1991							
1992							
1993							
1994							
1995							
1996							
1997							
1998							
1999							
2000							
2001							
2002							
2003							
2004							
2005							
2006							
2007							
2008							
2009							
2010							
2011							
2012							
2013							
2014							
2015							
2016							
2017							
2018							
2019							
2020							
2021							
2022							
2023							
2024							
2025							
2026							
2027							
2028							
2029							
2030							
2031							
2032							
2033							
2034							
2035							
2036							
2037							
2038							
2039							
2040							
2041							
2042							
2043							
2044							
2045							
2046							
2047							
2048							
2049							
2050							
2051							
2052							
2053							
2054							
2055							
2056							
2057							
2058							
2059							
2060							
2061							
2062							
2063							
2064							
2065							
2066							
2067							
2068							
2069							
2070							
2071							
2072							
2073							
2074							
2075							
2076							
2077							
2078							
2079							
2080							
2081							
2082							
2083							
2084							
2085							
2086							
2087							
2088							
2089							
2090							
2091							
2092							
2093							
2094							
2095							
2096							
2097							
2098							
2099							
2100							
2101							
2102							
2103							
2104							
2105							
2106							
2107							
2108							
2109							
2110							
2111							
2112							
2113							
2114							
2115							
2116							
2117							
2118							
2119							
2120							
2121							
2122							
2123							
2124							
2125							
2126							
2127							
2128							
2129							
2130							
2131							
2132							
2133							
2134							
2135							
2136							
2137							
2138							
2139							
2140							
2141							
2142							
2143							
2144							
2145							
2146							
2147							
2148							
2149							
2150							
2151							
2152							
2153							
2154							
2155							
2156							
2157							
2158							
2159							
2160							
2161							
2162							
2163							
2164							
2165							
2166							
2167							
2168							
2169							
2170							
2171							
2172							
2173							
2174							
2175							
2176							
2177							
2178							
2179							
2180							
2181							
2182							
2183							
2184							
2185							
2186							
2187							
2188							
2189							
2190							
2191							
2192							
2193							
2194							
2195							
2196							
2197							
2198							
2199							
2200							
2201							
2202							
2203							
2204							
2205							
2206							
2207							
2208							
2209							
2210							
2211							
2212							
2213							
2214							
2215							
2216							
2217							
2218							
2219							
2220							
2221							
2222							
2223							
2224							
2225							
2226							
2227							
2228							
2229							
2230							
2231							
2232							
2233							
2234							
2235							
2236							
2237							
2238							
2239							
2240							
2241							
2242							
2243							
2244							
2245							
2246							
2247							
2248							
2249							
2250							
2251							
2252							
2253							
2254							
2255							
2256							
2257							
2258							
2259							
2260							
2261							
2262							
2263							
2264							
2265							
2266							
2267							
2268							
2269							
2270							
2271							
2272							
2273							
2274							
2275							
2276							
2277							
2278							
2279							
2280							
2281							
2282							
2283							
2284							
2285							
2286							
2287							
2288							
2289							
2290							
2291							
2292							
2293							
2294							
2295							
2296							
2297							
2298							
2299							
2300							
2301							
2302							
2303							
2304							
2305							
2306							
2307							
2308							
2309							
2310							
2311							
2312							
2313							
2314							
2315							
2316							
2317							
2318							
2319							
2320							
2321							
2322							
2323							
2324							
2325							
2326							
2327							
2328							
2329							
2330							
2331							
2332							
2333							
2334							
2335							
2336							
2337							
2338							
2339							
2340							
2341							
2342							
2343							
2344							
2345							
2346							
2347							
2348							
2349							
2350							
2351							
2352							
2353							
2354							
2355							
2356							
2357							
2358							
2359							
2360							
2361							
2362							
2363							
2364							
2365							
2366							
2367							
2368							
2369							
2370							
2371							
2372							
2373							
2374							
2375							
2376							
2377							
2378							
2379							
2380							
2381							
2382							
2383							
2384							
2385							
2386							
2387							
2388							
2389							
2390							
2391							
2392							
2393							
2394							
2395							
2396							
2397							
2398							
2399							
2400							
2401							
2402							
2403							
2404							
2405							
2406							
2407							
2408							
2409							
2410							
2411							
2412							
2413							
2414							
2415							
2416							
2417							
2418							
2419							
2420							
2421							
2422							
2423							
2424							
2425							
2426							
2427							
2428							
2429							
2430	0.0						
2431	0.0						
2432	0.0						
2433	0.0						
2434	0.0						
2435	0.0						
2436	0.0						
2437	0.0						
2438	0.0						
2439	0.0						
2440	0.0						
2441	0.0						
2442	0.0						
2443	0.0						
2444	0.0						
2445	0.0						
2446	0.0						
2447	0.0						
2448	0.0						
2449	0.0						
2450	0.0						
2451	0.0						
2452	0.0						
2453	0.0						
2454	0.0						
2455	0.0						
2456	0.0						
2457	0.0						
2458	0.0						
2459	0.0						
2460	0.0						
2461	0.0						
2462	0.0						
2463	0.0						
2464	0.0						
2465	0.0						
2466	0.0						
2467	0.0						
2468	0.0						
2469	0.0						
2470	0.0						
2471	0.0						
2472	0.0						
2473	0.0						
2474	0.0						
2475	0.0						
2476	0.0						
2477	0.0						
2478	0.0						
2479	0.0						
2480	0.0						
2481	0.0						
2482	0.0						
2483	0.0						
2484	0.0						
2485	0.0						
2486	0.0						
2487	0.0						
2488	0.0						
2489	0.0						
2490	0.0						
2491	0.0						
2492	0.0						
2493	0.0						
2494	0.0						
2495	0.0						
2496	0.0						
2497	0.0						
2498	0.0						
2499	0.0						
2500	0.0						
2501	0.0						
2502	0.0						
2503	0.0						
2504	0.0						
2505	0.0						
2506	0.0						
2507	0.0						
2508	0.0						
2509	0.0						
2510	0.0						
2511	0.0						
2512	0.16666666666666666						
2513	0.16666666666666666						
2514	0.16666666666666666						
2515	0.16666666666666666						
2516	0.16666666666666666						
2517	0.16666666666666666						
2518	0.16666666666666666						
2519	0.16666666666666666						
2520	0.16666666666666666						
2521	0.16666666666666666						
2522	0.16666666666666666						
2523	0.16666666666666666						
2524	0.16666666666666666						
2525	0.16666666666666666						
2526	0.16666666666666666						
2527	0.16666666666666666						
2528	0.16666666666666666						
2529	0.16666666666666666						
2530	0.16666666666666666						
2531	0.16666666666666666						
2532	0.16666666666666666						
2533	0.16666666666666666						
2534	0.16666666666666666						
2535	0.16666666666666666						
2536	0.16666666666666666						
2537	0.16666666666666666						
2538	0.16666666666666666						
2539	0.16666666666666666						
2540	0.16666666666666666						
2541	0.16666666666666666						
2542	0.14285714285714285						
2543	0.14285714285714285						
2544	0.14285714285714285						
2545	0.14285714285714285						
2546	0.14285714285714285						
2547	0.14285714285714285						
2548	0.14285714285714285						
2549	0.14285714285714285						
2550	0.14285714285714285						
2551	0.14285714285714285						
2552	0.14285714285714285						
2553	0.14285714285714285						
2554	0.14285714285714285						
2555	0.14285714285714285						
2556	0.14285714285714285						
2557	0.14285714285714285						
2558	0.14285714285714285						
2559	0.14285714285714285						
2560	0.14285714285714285						
2561	0.14285714285714285						
2562	0.14285714285714285						
2563	0.14285714285714285						
2564	0.14285714285714285						
2565	0.14285714285714285						
2566	0.14285714285714285						
2567	0.14285714285714285						
2568	0.14285714285714285						
2569	0.14285714285714285						
2570	0.14285714285714285						
2571	0.14285714285714285						
2572	0.14285714285714285						
2573	0.14285714285714285						
2574	0.14285714285714285						
2575	0.14285714285714285						
2576	0.14285714285714285						
2577	0.14285714285714285						
2578	0.14285714285714285						
2579	0.14285714285714285						
2580	0.14285714285714285						
2581	0.14285714285714285						
2582	0.14285714285714285						
2583	0.14285714285714285						
2584	0.14285714285714285						
2585	0.14285714285714285						
2586	0.14285714285714285						
2587	0.14285714285714285						
2588	0.14285714285714285						
2589	0.14285714285714285						
2590	0.14285714285714285						
2591	0.14285714285714285						
2592	0.14285714285714285						
2593	0.14285714285714285						
2594	0.14285714285714285						
2595	0.14285714285714285						
2596	0.14285714285714285						
2597	0.14285714285714285						
2598	0.14285714285714285						
2599	0.14285714285714285						
2600	0.14285714285714285						
2601	0.14285714285714285						
2602	0.14285714285714285						
2603	0.14285714285714285						
2604	0.14285714285714285						
2605	0.14285714285714285						
2606	0.14285714285714285						
2607	0.14285714285714285						
2608	0.14285714285714285						
2609	0.14285714285714285						
2610	0.25						
2611	0.25						
2612	0.25						
2613	0.25						
2614	0.25						
2615	0.25						
2616	0.25						
2617	0.2222222222222222						
2618	0.2222222222222222						
2619	0.2222222222222222						
2620	0.2222222222222222						
2621	0.2222222222222222						
2622	0.2222222222222222						
2623	0.2222222222222222						
2624	0.2222222222222222						
2625	0.2222222222222222						
2626	0.2222222222222222						
2627	0.2222222222222222						
2628	0.2222222222222222						
2629	0.2222222222222222						
2630	0.2222222222222222						
2631	0.2222222222222222						
2632	0.2222222222222222						
2633	0.2222222222222222						
2634	0.2222222222222222						
2635	0.2222222222222222						
2636	0.2222222222222222						
2637	0.2						
2638	0.2						
2639	0.2						
2640	0.2						
2641	0.2						
2642	0.2						
2643	0.2						
2644	0.2						
2645	0.2						
2646	0.2						
2647	0.2						
2648	0.2						
2649	0.2						
2650	0.18181818181818182						
2651	0.18181818181818182						
2652	0.18181818181818182						
2653	0.18181818181818182						
2654	0.18181818181818182						
2655	0.18181818181818182						
2656	0.18181818181818182						
2657	0.18181818181818182						
2658	0.18181818181818182						
2659	0.18181818181818182						
2660	0.18181818181818182						
2661	0.18181818181818182						
2662	0.18181818181818182						
2663	0.16666666666666666						
2664	0.16666666666666666						
2665	0.16666666666666666						
2666	0.16666666666666666						
2667	0.16666666666666666						
2668	0.16666666666666666						
2669	0.16666666666666666						
2670	0.16666666666666666						
2671	0.16666666666666666						
2672	0.16666666666666666						
2673	0.16666666666666666						
2674	0.16666666666666666						
2675	0.16666666666666666						
2676	0.16666666666666666						
2677	0.16666666666666666						
2678	0.16666666666666666						
2679	0.16666666666666666						
2680	0.16666666666666666						
2681	0.16666666666666666						
2682	0.16666666666666666						
2683	0.16666666666666666						
2684	0.16666666666666666						
2685	0.16666666666666666						
2686	0.16666666666666666						
2687	0.15384615384615385						
2688	0.15384615384615385						
2689	0.15384615384615385						
2690	0.15384615384615385						
2691	0.15384615384615385						
2692	0.15384615384615385						
2693	0.15384615384615385						
2694	0.15384615384615385						
2695	0.15384615384615385						
2696	0.15384615384615385						
2697	0.15384615384615385						
2698	0.15384615384615385						
2699	0.15384615384615385						
2700	0.15384615384615385						
2701	0.15384615384615385						
2702	0.15384615384615385						
2703	0.15384615384615385						
2704	0.15384615384615385						
2705	0.15384615384615385						
2706	0.15384615384615385						
2707	0.15384615384615385						
2708	0.15384615384615385						
2709	0.15384615384615385						
2710	0.15384615384615385						
2711	0.15384615384615385						
2712	0.15384615384615385						
2713	0.15384615384615385						
2714	0.15384615384615385						
2715	0.15384615384615385						
2716	0.15384615384615385						
2717	0.15384615384615385						
2718	0.15384615384615385						
2719	0.15384615384615385						
2720	0.15384615384615385						
2721	0.15384615384615385						
2722	0.15384615384615385						
2723	0.15384615384615385						
2724	0.15384615384615385						
2725	0.15384615384615385						
2726	0.15384615384615385						
2727	0.15384615384615385						
2728	0.14285714285714285						
2729	0.14285714285714285						
2730	0.14285714285714285						
2731	0.14285714285714285						
2732	0.14285714285714285						
2733	0.14285714285714285						
2734	0.14285714285714285						
2735	0.14285714285714285						
2736	0.14285714285714285						
2737	0.14285714285714285						
2738	0.14285714285714285						
2739	0.14285714285714285						
2740	0.14285714285714285						
2741	0.14285714285714285						
2742	0.14285714285714285						
2743	0.14285714285714285						
2744	0.14285714285714285						
2745	0.14285714285714285						
2746	0.14285714285714285						
2747	0.14285714285714285						
2748	0.14285714285714285						
2749	0.14285714285714285						
2750	0.14285714285714285						
2751	0.14285714285714285						
2752	0.14285714285714285						
2753	0.14285714285714285						
2754	0.14285714285714285						
2755	0.14285714285714285						
2756	0.14285714285714285						
2757	0.14285714285714285						
2758	0.14285714285714285						
2759	0.14285714285714285						
2760	0.14285714285714285						
2761	0.14285714285714285						
2762	0.14285714285714285						
2763	0.14285714285714285						
2764	0.14285714285714285						
2765	0.14285714285714285						
2766	0.14285714285714285						
2767	0.14285714285714285						
2768	0.14285714285714285						
2769	0.14285714285714285						
2770	0.14285714285714285						
2771	0.14285714285714285						
2772	0.14285714285714285						
2773	0.14285714285714285						
2774	0.14285714285714285						
2775	0.14285714285714285						
2776	0.14285714285714285						
2777	0.14285714285714285						
2778	0.14285714285714285						
2779	0.14285714285714285						
2780	0.14285714285714285						
2781	0.14285714285714285						
2782	0.14285714285714285						
2783	0.14285714285714285						
2784	0.14285714285714285						
2785	0.14285714285714285						
2786	0.14285714285714285						
2787	0.14285714285714285						
2788	0.14285714285714285						
2789	0.14285714285714285						
2790	0.14285714285714285						
2791	0.14285714285714285						
2792	0.14285714285714285						
2793	0.14285714285714285						
2794	0.14285714285714285						
2795	0.14285714285714285						
2796	0.14285714285714285						
2797	0.14285714285714285						
2798	0.14285714285714285						
2799	0.14285714285714285						
2800	0.14285714285714285						
2801	0.14285714285714285						
2802	0.14285714285714285						
2803	0.2						
2804	0.2						
2805	0.2						
2806	0.2						
2807	0.2						
2808	0.2						
2809	0.2						
2810	0.2						
2811	0.2						
2812	0.2						
2813	0.2						
2814	0.2						
2815	0.2						
2816	0.2						
2817	0.2						
2818	0.2						
2819	0.2						
2820	0.2						
2821	0.1875						
2822	0.1875						
2823	0.1875						
2824	0.1875						
2825	0.1875						
2826	0.1875						
2827	0.1875						
2828	0.1875						
2829	0.1875						
2830	0.1875						
2831	0.1875						
2832	0.1875						
2833	0.1875						
2834	0.1875						
2835	0.1875						
2836	0.1875						
2837	0.1875						
2838	0.1875						
2839	0.1875						
2840	0.1875						
2841	0.1875						
2842	0.1875						
2843	0.1875						
2844	0.1875						
2845	0.1875						
2846	0.1875						
2847	0.1875						
2848	0.1875						
2849	0.1875						
2850	0.1875						
2851	0.1875						
2852	0.1875						
2853	0.1875						
2854	0.1875						
2855	0.1875						
2856	0.1875						
2857	0.1875						
2858	0.1875						
2859	0.1875						
2860	0.1875						
2861	0.1875						
2862	0.1875						
2863	0.1875						
2864	0.1875						
2865	0.1875						
2866	0.1875						
2867	0.17647058823529413						
2868	0.17647058823529413						
2869	0.17647058823529413						
2870	0.17647058823529413						
2871	0.17647058823529413						
2872	0.17647058823529413						
2873	0.17647058823529413						
2874	0.17647058823529413						
2875	0.17647058823529413						
2876	0.17647058823529413						
2877	0.17647058823529413						
2878	0.17647058823529413						
2879	0.17647058823529413						
2880	0.17647058823529413						
2881	0.17647058823529413						
2882	0.17647058823529413						
2883	0.17647058823529413						
2884	0.17647058823529413						
2885	0.17647058823529413						
2886	0.17647058823529413						
2887	0.17647058823529413						
2888	0.17647058823529413						
2889	0.17647058823529413						
2890	0.17647058823529413						
2891	0.17647058823529413						
