timestamp	phase	step	addend1	operator	addend2	target	predicted	confidence	used_finger_counting	loss	confidence_criterion	learning_rate
2025-08-07 08:25:44.446	continuous	39	1	->		2	3	0.0098	True	2.120019	0.896	0.019922
2025-08-07 08:25:44.446	continuous	40	1	->		2	3	0.0103	True	2.089227	0.896	0.019920
2025-08-07 08:25:44.446	continuous	41	1	->	2	3	3	0.0122	True	2.009657	0.896	0.019918
2025-08-07 08:25:44.447	continuous	42	1	->		2	3	0.0118	True	2.064406	0.896	0.019916
2025-08-07 08:25:44.447	continuous	43	1	->		2	3	0.0125	True	2.033079	0.896	0.019914
2025-08-07 08:25:44.447	continuous	44	2	->		3	3	0.0099	True	2.047745	0.896	0.019912
2025-08-07 08:25:44.447	continuous	45	1	->		2	3	0.0139	True	2.006529	0.896	0.019910
2025-08-07 08:25:44.448	continuous	46	1	->	2	3	3	0.0163	True	1.968741	0.896	0.019908
2025-08-07 08:25:44.448	continuous	47	1	->		2	3	0.0157	True	1.981204	0.896	0.019906
2025-08-07 08:25:44.448	continuous	48	2	->		3	3	0.0124	True	2.006109	0.896	0.019904
2025-08-07 08:25:44.448	continuous	49	1	->		2	2	0.0174	True	1.954456	0.896	0.019902
2025-08-07 08:25:44.449	continuous	50	1	->		2	2	0.0185	True	1.921339	0.896	0.019900
2025-08-07 08:25:44.449	continuous	51	2	->		3	3	0.0145	True	1.989415	0.895	0.019898
2025-08-07 08:25:44.449	continuous	52	1	->		2	2	0.0205	True	1.893528	0.895	0.019896
2025-08-07 08:25:44.449	continuous	53	2	->		3	3	0.0162	True	1.966539	0.895	0.019894
2025-08-07 08:25:44.450	continuous	54	1	->	2	3	2	0.0246	True	1.883819	0.895	0.019892
2025-08-07 08:25:44.450	continuous	55	1	->	2	3	3	0.0260	True	1.845778	0.895	0.019890
2025-08-07 08:25:44.450	continuous	56	1	->	2	3	3	0.0276	True	1.807885	0.895	0.019888
2025-08-07 08:25:44.450	continuous	57	1	->		2	3	0.0265	True	1.887998	0.895	0.019886
2025-08-07 08:25:44.451	continuous	58	2	->		3	3	0.0206	True	1.867302	0.895	0.019884
2025-08-07 08:25:44.451	continuous	59	2	->		3	3	0.0219	True	1.838711	0.895	0.019882
2025-08-07 08:25:44.451	continuous	60	1	->		2	3	0.0303	True	1.864739	0.895	0.019880
2025-08-07 08:25:44.451	continuous	61	1	->	2	3	3	0.0350	True	1.733210	0.895	0.019878
2025-08-07 08:25:44.452	continuous	62	2	->		3	3	0.0253	True	1.790571	0.894	0.019876
2025-08-07 08:25:44.452	continuous	63	1	->	2	3	3	0.0391	True	1.668063	0.894	0.019874
2025-08-07 08:25:44.452	continuous	64	1	->		2	3	0.0372	True	1.851721	0.894	0.019872
2025-08-07 08:25:44.452	continuous	65	1	->		2	3	0.0386	True	1.815015	0.894	0.019870
2025-08-07 08:25:44.453	continuous	66	1	->		2	3	0.0403	True	1.778007	0.894	0.019868
2025-08-07 08:25:44.453	continuous	67	2	->		3	3	0.0311	True	1.754578	0.894	0.019866
2025-08-07 08:25:44.453	continuous	68	1	->	2	3	3	0.0486	True	1.627071	0.894	0.019864
2025-08-07 08:25:44.453	continuous	69	3	->		4	3	0.0286	True	2.652215	0.894	0.019862
2025-08-07 08:25:44.454	continuous	70	1	->	2	3	3	0.0510	True	1.593686	0.894	0.019860
2025-08-07 08:25:44.454	continuous	71	1	->	2	3	3	0.0544	True	1.554009	0.894	0.019858
2025-08-07 08:25:44.454	continuous	72	2	->		3	3	0.0376	True	1.647306	0.894	0.019857
2025-08-07 08:25:44.454	continuous	73	1	->		2	3	0.0532	True	1.784717	0.893	0.019855
2025-08-07 08:25:44.454	continuous	74	1	->	2	3	3	0.0625	True	1.495309	0.893	0.019853
2025-08-07 08:25:44.455	continuous	75	1	->	2	3	3	0.0668	True	1.454064	0.893	0.019851
2025-08-07 08:25:44.455	continuous	76	1	->	2	3	3	0.0716	True	1.412564	0.893	0.019849
2025-08-07 08:25:44.455	continuous	77	1	->		2	3	0.0653	True	1.775620	0.893	0.019847
2025-08-07 08:25:44.455	continuous	78	1	->	2	3	3	0.0783	True	1.381595	0.893	0.019845
2025-08-07 08:25:44.456	continuous	79	2	->		3	3	0.0511	True	1.519349	0.893	0.019843
2025-08-07 08:25:44.456	continuous	80	1	->	2	3	3	0.0881	True	1.309369	0.893	0.019841
2025-08-07 08:25:44.456	continuous	81	2	->		3	3	0.0573	True	1.458996	0.893	0.019839
2025-08-07 08:25:44.456	continuous	82	3	->		4	3	0.0488	True	2.689959	0.893	0.019837
2025-08-07 08:25:44.457	continuous	83	2	->		3	3	0.0598	True	1.435936	0.893	0.019835
2025-08-07 08:25:44.457	continuous	84	1	->		2	3	0.0857	True	1.789162	0.892	0.019833
2025-08-07 08:25:44.457	continuous	85	2	->		3	3	0.0641	True	1.414939	0.892	0.019831
2025-08-07 08:25:44.457	continuous	86	2	->		3	3	0.0682	True	1.382676	0.892	0.019829
2025-08-07 08:25:44.457	continuous	87	2	->		3	3	0.0725	True	1.350358	0.892	0.019827
2025-08-07 08:25:44.458	continuous	88	1	->	2	3	3	0.1198	True	1.141436	0.892	0.019825
2025-08-07 08:25:44.458	continuous	89	1	->		2	3	0.1068	True	1.792649	0.892	0.019823
2025-08-07 08:25:44.458	continuous	90	1	->		2	3	0.1072	True	1.743459	0.892	0.019821
2025-08-07 08:25:44.458	continuous	91	2	->		3	3	0.0817	True	1.314134	0.892	0.019819
2025-08-07 08:25:44.459	continuous	92	1	->	2	3	3	0.1357	True	1.099992	0.892	0.019817
2025-08-07 08:25:44.459	continuous	93	2	->		3	3	0.0913	True	1.251527	0.892	0.019815
2025-08-07 08:25:44.459	continuous	94	2	->		3	3	0.0971	True	1.218343	0.892	0.019813
2025-08-07 08:25:44.459	continuous	95	2	->		3	3	0.1032	True	1.185144	0.891	0.019811
2025-08-07 08:25:44.460	continuous	96	2	->		3	3	0.1097	True	1.151961	0.891	0.019809
2025-08-07 08:25:44.460	continuous	97	1	->		2	3	0.1459	True	1.784718	0.891	0.019807
2025-08-07 08:25:44.460	continuous	98	1	->	2	3	3	0.1746	True	0.957723	0.891	0.019805
2025-08-07 08:25:44.460	continuous	99	1	->	2	3	3	0.1871	True	0.914959	0.891	0.019803
2025-08-07 08:25:44.460	continuous	100	1	->		2	3	0.1630	True	1.769900	0.891	0.019801
2025-08-07 08:25:44.461	continuous	101	1	->	2	3	3	0.1978	True	0.895001	0.891	0.019799
2025-08-07 08:25:44.461	continuous	102	1	->	2	3	3	0.2115	True	0.852790	0.891	0.019797
2025-08-07 08:25:44.461	continuous	103	1	->	2	3	3	0.2258	True	0.812048	0.891	0.019795
2025-08-07 08:25:44.461	continuous	104	1	->	2	3	3	0.2408	True	0.772224	0.891	0.019793
2025-08-07 08:25:44.461	continuous	105	1	->	2	3	3	0.2566	True	0.733527	0.891	0.019791
2025-08-07 08:25:44.462	continuous	106	2	->		3	3	0.1599	True	0.958483	0.891	0.019789
2025-08-07 08:25:44.462	continuous	107	1	->	2	3	3	0.2849	True	0.670091	0.890	0.019787
2025-08-07 08:25:44.462	continuous	108	2	->		3	3	0.1770	True	0.901633	0.890	0.019785
2025-08-07 08:25:44.462	continuous	109	1	->	2	3	3	0.3148	True	0.610310	0.890	0.019783
2025-08-07 08:25:44.462	continuous	110	1	->	2	3	3	0.3327	True	0.577560	0.890	0.019781
2025-08-07 08:25:44.463	continuous	111	1	->		2	3	0.2708	True	1.950158	0.890	0.019779
2025-08-07 08:25:44.463	continuous	112	2	->		3	3	0.1971	True	0.848838	0.890	0.019777
2025-08-07 08:25:44.463	continuous	113	2	->		3	3	0.2082	True	0.818231	0.890	0.019775
2025-08-07 08:25:44.463	continuous	114	1	->		2	3	0.2838	True	1.919881	0.890	0.019773
2025-08-07 08:25:44.464	continuous	115	1	->	2	3	3	0.3522	True	0.558894	0.890	0.019771
2025-08-07 08:25:44.464	continuous	116	2	->		3	3	0.2212	True	0.791122	0.890	0.019769
2025-08-07 08:25:44.464	continuous	117	2	->	3	4	3	0.2452	True	3.209103	0.890	0.019767
2025-08-07 08:25:44.464	continuous	118	1	->	2	3	3	0.3703	True	0.526274	0.889	0.019765
2025-08-07 08:25:44.464	continuous	119	1	->	2	3	3	0.3889	True	0.496587	0.889	0.019763
2025-08-07 08:25:44.465	continuous	120	1	->	2	3	3	0.4073	True	0.468886	0.889	0.019761
2025-08-07 08:25:44.465	continuous	121	1	->	2	3	3	0.4254	True	0.442932	0.889	0.019759
2025-08-07 08:25:44.465	continuous	122	1	->		2	3	0.3383	True	2.003572	0.889	0.019757
2025-08-07 08:25:44.465	continuous	123	1	->	2	3	3	0.4251	True	0.449779	0.889	0.019755
2025-08-07 08:25:44.465	continuous	124	1	->	2	3	3	0.4434	True	0.424246	0.889	0.019754
2025-08-07 08:25:44.466	continuous	125	2	->		3	3	0.2605	True	0.699989	0.889	0.019752
2025-08-07 08:25:44.466	continuous	126	1	->		2	3	0.3624	True	2.001958	0.889	0.019750
2025-08-07 08:25:44.466	continuous	127	1	->		2	3	0.3462	True	1.903259	0.889	0.019748
2025-08-07 08:25:44.466	continuous	128	2	->		3	3	0.2538	True	0.730343	0.889	0.019746
2025-08-07 08:25:44.466	continuous	129	1	->		2	3	0.3444	True	1.838711	0.888	0.019744
2025-08-07 08:25:44.467	continuous	130	2	->		3	3	0.2574	True	0.730638	0.888	0.019742
2025-08-07 08:25:44.467	continuous	131	2	->		3	3	0.2699	True	0.702051	0.888	0.019740
2025-08-07 08:25:44.467	continuous	132	1	->		2	3	0.3553	True	1.804881	0.888	0.019738
2025-08-07 08:25:44.467	continuous	133	1	->	2	3	3	0.4444	True	0.453556	0.888	0.019736
2025-08-07 08:25:44.467	continuous	134	1	->		2	3	0.3549	True	1.745920	0.888	0.019734
2025-08-07 08:25:44.468	continuous	135	1	->	2	3	3	0.4454	True	0.462054	0.888	0.019732
2025-08-07 08:25:44.468	continuous	136	1	->	2	3	3	0.4630	True	0.434429	0.888	0.019730
2025-08-07 08:25:44.468	continuous	137	1	->	2	3	3	0.4805	True	0.408658	0.888	0.019728
2025-08-07 08:25:44.468	continuous	138	1	->	2	3	3	0.4976	True	0.384657	0.888	0.019726
2025-08-07 08:25:44.468	continuous	139	2	->		3	3	0.3069	True	0.634983	0.888	0.019724
2025-08-07 08:25:44.469	continuous	140	1	->	2	3	3	0.5281	True	0.344926	0.887	0.019722
2025-08-07 08:25:44.469	continuous	141	2	->	3	4	3	0.3413	True	3.407096	0.887	0.019720
2025-08-07 08:25:44.469	continuous	142	3	->		4	3	0.2268	True	3.026345	0.887	0.019718
2025-08-07 08:25:44.469	continuous	143	1	->	2	3	3	0.5123	True	0.360701	0.887	0.019716
2025-08-07 08:25:44.470	continuous	144	2	->		3	3	0.3061	True	0.630617	0.887	0.019714
2025-08-07 08:25:44.470	continuous	145	2	->		3	3	0.3197	True	0.604573	0.887	0.019712
2025-08-07 08:25:44.470	continuous	146	2	->		3	3	0.3334	True	0.579595	0.887	0.019710
2025-08-07 08:25:44.470	continuous	147	2	->		3	3	0.3471	True	0.555721	0.887	0.019708
2025-08-07 08:25:44.470	continuous	148	1	->	2	3	3	0.5826	True	0.279032	0.887	0.019706
2025-08-07 08:25:44.471	continuous	149	1	->		2	3	0.4607	True	2.020635	0.887	0.019704
2025-08-07 08:25:44.471	continuous	150	1	->	2	3	3	0.5701	True	0.297855	0.887	0.019702
2025-08-07 08:25:44.471	continuous	151	1	->		2	3	0.4489	True	1.927551	0.887	0.019700
2025-08-07 08:25:44.471	continuous	152	2	->		3	3	0.3448	True	0.573078	0.886	0.019698
2025-08-07 08:25:44.471	continuous	153	2	->		3	3	0.3584	True	0.549098	0.886	0.019696
2025-08-07 08:25:44.472	continuous	154	1	->		2	3	0.4519	True	1.874530	0.886	0.019694
2025-08-07 08:25:44.472	continuous	155	2	->		3	3	0.3566	True	0.560384	0.886	0.019692
2025-08-07 08:25:44.472	continuous	156	1	->	2	3	3	0.5735	True	0.305963	0.886	0.019690
2025-08-07 08:25:44.472	continuous	157	1	->	2	3	3	0.5881	True	0.288773	0.886	0.019688
2025-08-07 08:25:44.473	continuous	158	2	->		3	3	0.3865	True	0.508186	0.886	0.019686
2025-08-07 08:25:44.473	continuous	159	2	->		3	3	0.4002	True	0.486769	0.886	0.019684
2025-08-07 08:25:44.473	continuous	160	3	->		4	3	0.2907	True	3.139638	0.886	0.019683
2025-08-07 08:25:44.473	continuous	161	2	->		3	3	0.3988	True	0.487337	0.886	0.019681
2025-08-07 08:25:44.473	continuous	162	1	->	2	3	3	0.6234	True	0.248586	0.886	0.019679
2025-08-07 08:25:44.474	continuous	163	2	->		3	3	0.4202	True	0.455001	0.885	0.019677
2025-08-07 08:25:44.474	continuous	164	3	->		4	3	0.2987	True	3.099899	0.885	0.019675
2025-08-07 08:25:44.474	continuous	165	2	->		3	3	0.4182	True	0.456681	0.885	0.019673
2025-08-07 08:25:44.474	continuous	166	2	->		3	3	0.4320	True	0.437215	0.885	0.019671
2025-08-07 08:25:44.474	continuous	167	2	->		3	3	0.4456	True	0.418768	0.885	0.019669
2025-08-07 08:25:44.475	continuous	168	1	->	2	3	3	0.6655	True	0.206255	0.885	0.019667
2025-08-07 08:25:44.475	continuous	169	1	->	2	3	3	0.6763	True	0.196501	0.885	0.019665
2025-08-07 08:25:44.475	continuous	170	1	->	2	3	3	0.6866	True	0.187416	0.885	0.019663
2025-08-07 08:25:44.475	continuous	171	2	->		3	3	0.4792	True	0.374800	0.885	0.019661
2025-08-07 08:25:44.475	continuous	172	2	->		3	3	0.4921	True	0.359349	0.885	0.019659
2025-08-07 08:25:44.476	continuous	173	3	->		4	3	0.3415	True	3.141545	0.885	0.019657
2025-08-07 08:25:44.476	continuous	174	3	->		4	3	0.3226	True	3.041844	0.884	0.019655
2025-08-07 08:25:44.476	continuous	175	2	->		3	3	0.4699	True	0.384635	0.884	0.019653
2025-08-07 08:25:44.476	continuous	176	1	->	2	3	3	0.6941	True	0.179243	0.884	0.019651
2025-08-07 08:25:44.477	continuous	177	1	->		2	3	0.5566	True	2.228783	0.884	0.019649
2025-08-07 08:25:44.477	continuous	178	1	->		2	3	0.5255	True	2.068045	0.884	0.019647
2025-08-07 08:25:44.477	continuous	179	2	->	3	4	3	0.4525	True	3.364809	0.884	0.019645
2025-08-07 08:25:44.477	continuous	180	1	->	2	3	3	0.6199	True	0.255973	0.884	0.019643
2025-08-07 08:25:44.477	continuous	181	2	->		3	3	0.4245	True	0.453747	0.884	0.019641
2025-08-07 08:25:44.478	continuous	182	2	->		3	3	0.4384	True	0.433922	0.884	0.019639
2025-08-07 08:25:44.478	continuous	183	1	->	2	3	3	0.6558	True	0.219382	0.884	0.019637
2025-08-07 08:25:44.478	continuous	184	2	->		3	3	0.4596	True	0.404818	0.884	0.019635
2025-08-07 08:25:44.478	continuous	185	1	->	2	3	3	0.6778	True	0.198598	0.884	0.019633
2025-08-07 08:25:44.478	continuous	186	1	->	2	3	3	0.6882	True	0.189159	0.883	0.019631
2025-08-07 08:25:44.479	continuous	187	3	->		4	3	0.3155	True	2.929576	0.883	0.019629
2025-08-07 08:25:44.479	continuous	188	1	->		2	3	0.5302	True	2.081780	0.883	0.019627
2025-08-07 08:25:44.479	continuous	189	1	->		2	3	0.5016	True	1.931100	0.883	0.019626
2025-08-07 08:25:44.479	continuous	190	1	->		2	3	0.4766	True	1.793720	0.883	0.019624
2025-08-07 08:25:44.479	continuous	191	1	->	2	3	3	0.5981	True	0.297888	0.883	0.019622
2025-08-07 08:25:44.480	continuous	192	2	->		3	3	0.4189	True	0.479575	0.883	0.019620
2025-08-07 08:25:44.480	continuous	193	2	->		3	3	0.4330	True	0.457715	0.883	0.019618
2025-08-07 08:25:44.480	continuous	194	1	->		2	3	0.4887	True	1.776354	0.883	0.019616
2025-08-07 08:25:44.480	continuous	195	1	->		2	3	0.4667	True	1.646913	0.883	0.019614
2025-08-07 08:25:44.481	continuous	196	2	->		3	3	0.4119	True	0.509072	0.883	0.019612
2025-08-07 08:25:44.481	continuous	197	1	->	2	3	3	0.5979	True	0.313468	0.882	0.019610
2025-08-07 08:25:44.481	continuous	198	1	->	2	3	3	0.6123	True	0.293618	0.882	0.019608
2025-08-07 08:25:44.481	continuous	199	2	->	3	4	3	0.4443	True	3.266865	0.882	0.019606
2025-08-07 08:25:44.481	continuous	200	2	->		3	3	0.4175	True	0.491820	0.882	0.019604
2025-08-07 08:25:44.482	continuous	201	2	->	3	4	3	0.4264	True	3.125030	0.882	0.019602
2025-08-07 08:25:44.482	continuous	202	1	->	2	3	3	0.5960	True	0.306152	0.882	0.019600
2025-08-07 08:25:44.482	continuous	203	1	->	2	3	3	0.6106	True	0.287113	0.882	0.019598
2025-08-07 08:25:44.482	continuous	204	1	->	2	3	3	0.6247	True	0.269739	0.882	0.019596
2025-08-07 08:25:44.482	continuous	205	1	->	2	3	3	0.6381	True	0.253864	0.882	0.019594
2025-08-07 08:25:44.483	continuous	206	1	->		2	3	0.4938	True	1.773565	0.882	0.019592
2025-08-07 08:25:44.483	continuous	207	2	->		3	3	0.4221	True	0.484857	0.882	0.019590
2025-08-07 08:25:44.483	continuous	208	1	->		2	3	0.4821	True	1.675652	0.881	0.019588
2025-08-07 08:25:44.483	continuous	209	1	->	2	3	3	0.6092	True	0.303759	0.881	0.019586
2025-08-07 08:25:44.483	continuous	210	2	->		3	3	0.4274	True	0.483317	0.881	0.019584
2025-08-07 08:25:44.484	continuous	211	1	->		2	3	0.4836	True	1.626660	0.881	0.019582
2025-08-07 08:25:44.484	continuous	212	1	->	2	3	3	0.6101	True	0.310432	0.881	0.019580
2025-08-07 08:25:44.484	continuous	213	2	->		3	3	0.4331	True	0.481350	0.881	0.019578
2025-08-07 08:25:44.484	continuous	214	1	->		2	3	0.4857	True	1.581158	0.881	0.019577
2025-08-07 08:25:44.484	continuous	215	1	->	2	3	3	0.6114	True	0.316952	0.881	0.019575
2025-08-07 08:25:44.485	continuous	216	2	->		3	3	0.4385	True	0.479987	0.881	0.019573
2025-08-07 08:25:44.485	continuous	217	1	->		2	3	0.4882	True	1.538337	0.881	0.019571
2025-08-07 08:25:44.485	continuous	218	2	->		3	3	0.4352	True	0.495913	0.881	0.019569
2025-08-07 08:25:44.485	continuous	219	1	->		2	3	0.4803	True	1.452566	0.881	0.019567
2025-08-07 08:25:44.485	continuous	220	2	->		3	3	0.4331	True	0.511028	0.880	0.019565
2025-08-07 08:25:44.486	continuous	221	2	->		3	3	0.4466	True	0.486011	0.880	0.019563
2025-08-07 08:25:44.486	continuous	222	1	->	2	3	3	0.6255	True	0.312315	0.880	0.019561
2025-08-07 08:25:44.486	continuous	223	1	->	2	3	3	0.6397	True	0.290161	0.880	0.019559
2025-08-07 08:25:44.486	continuous	224	1	->		2	3	0.5050	True	1.502584	0.880	0.019557
2025-08-07 08:25:44.487	continuous	225	1	->		2	3	0.4866	True	1.374486	0.880	0.019555
2025-08-07 08:25:44.487	continuous	226	1	->	2	3	3	0.6057	True	0.366996	0.880	0.019553
2025-08-07 08:25:44.487	continuous	227	1	->		2	3	0.4825	True	1.309265	0.880	0.019551
2025-08-07 08:25:44.487	continuous	228	1	->		2	3	0.4705	True	1.197656	0.880	0.019549
2025-08-07 08:25:44.487	continuous	229	2	->		3	3	0.4288	True	0.567511	0.880	0.019547
2025-08-07 08:25:44.488	continuous	230	2	->		3	3	0.4415	True	0.537725	0.880	0.019545
2025-08-07 08:25:44.488	continuous	231	2	->		3	3	0.4544	True	0.509708	0.879	0.019543
2025-08-07 08:25:44.488	continuous	232	2	->		3	3	0.4674	True	0.483373	0.879	0.019541
2025-08-07 08:25:44.488	continuous	233	1	->		2	3	0.4955	True	1.259500	0.879	0.019539
2025-08-07 08:25:44.488	continuous	234	2	->		3	3	0.4653	True	0.500192	0.879	0.019537
2025-08-07 08:25:44.489	continuous	235	1	->		2	3	0.4920	True	1.186310	0.879	0.019535
2025-08-07 08:25:44.489	continuous	236	2	->		3	3	0.4645	True	0.514928	0.879	0.019534
2025-08-07 08:25:44.489	continuous	237	1	->	2	3	3	0.6110	True	0.404822	0.879	0.019532
2025-08-07 08:25:44.489	continuous	238	3	->		4	3	0.3138	True	2.903349	0.879	0.019530
2025-08-07 08:25:44.489	continuous	239	2	->	3	4	3	0.4634	True	3.254537	0.879	0.019528
2025-08-07 08:25:44.490	continuous	240	1	->	2	3	3	0.5960	True	0.409806	0.879	0.019526
2025-08-07 08:25:44.490	continuous	241	3	->	4	5	3	0.2966	True	3.535274	0.879	0.019524
2025-08-07 08:25:44.490	continuous	242	1	->		2	3	0.4677	True	1.200170	0.878	0.019522
2025-08-07 08:25:44.490	continuous	243	2	->		3	3	0.4351	True	0.549420	0.878	0.019520
2025-08-07 08:25:44.490	continuous	244	1	->	2	3	3	0.5942	True	0.413758	0.878	0.019518
2025-08-07 08:25:44.491	continuous	245	1	->	2	3	3	0.6097	True	0.376455	0.878	0.019516
2025-08-07 08:25:44.491	continuous	246	1	->	2	3	3	0.6250	True	0.344090	0.878	0.019514
2025-08-07 08:25:44.491	continuous	247	3	->		4	3	0.2971	True	2.744704	0.878	0.019512
2025-08-07 08:25:44.491	continuous	248	1	->	2	3	3	0.6278	True	0.330553	0.878	0.019510
2025-08-07 08:25:44.492	continuous	249	1	->		2	3	0.4936	True	1.336040	0.878	0.019508
2025-08-07 08:25:44.492	continuous	250	1	->	2	3	3	0.6192	True	0.356400	0.878	0.019506
2025-08-07 08:25:44.492	continuous	251	2	->		3	3	0.4696	True	0.468549	0.878	0.019504
2025-08-07 08:25:44.492	continuous	252	2	->		3	3	0.4831	True	0.444410	0.878	0.019502
2025-08-07 08:25:44.492	continuous	253	2	->		3	3	0.4965	True	0.421774	0.878	0.019500
2025-08-07 08:25:44.493	continuous	254	2	->		3	3	0.5098	True	0.400610	0.877	0.019498
2025-08-07 08:25:44.493	continuous	255	1	->		2	3	0.5257	True	1.425795	0.877	0.019496
2025-08-07 08:25:44.493	continuous	256	2	->		3	3	0.5028	True	0.421130	0.877	0.019494
2025-08-07 08:25:44.493	continuous	257	3	->		4	3	0.3130	True	2.748309	0.877	0.019493
2025-08-07 08:25:44.493	continuous	258	2	->		3	3	0.5013	True	0.418880	0.877	0.019491
2025-08-07 08:25:44.494	continuous	259	1	->		2	3	0.5120	True	1.353021	0.877	0.019489
2025-08-07 08:25:44.494	continuous	260	1	->	2	3	3	0.6365	True	0.335323	0.877	0.019487
2025-08-07 08:25:44.494	continuous	261	2	->		3	3	0.5066	True	0.416781	0.877	0.019485
2025-08-07 08:25:44.494	continuous	262	1	->		2	3	0.5145	True	1.317583	0.877	0.019483
2025-08-07 08:25:44.494	continuous	263	1	->	2	3	3	0.6378	True	0.342004	0.877	0.019481
2025-08-07 08:25:44.495	continuous	264	1	->	2	3	3	0.6527	True	0.312205	0.877	0.019479
2025-08-07 08:25:44.495	continuous	265	1	->		2	3	0.5184	True	1.297426	0.876	0.019477
2025-08-07 08:25:44.495	continuous	266	2	->		3	3	0.5039	True	0.436020	0.876	0.019475
2025-08-07 08:25:44.495	continuous	267	1	->	2	3	3	0.6535	True	0.318648	0.876	0.019473
2025-08-07 08:25:44.495	continuous	268	2	->		3	3	0.5274	True	0.393296	0.876	0.019471
2025-08-07 08:25:44.496	continuous	269	1	->		2	3	0.5294	True	1.304572	0.876	0.019469
2025-08-07 08:25:44.496	continuous	270	1	->		2	3	0.5139	True	1.173478	0.876	0.019467
2025-08-07 08:25:44.496	continuous	271	1	->		2	3	0.5037	True	1.057359	0.876	0.019465
2025-08-07 08:25:44.496	continuous	272	1	->		2	3	0.4983	True	0.954146	0.876	0.019463
