timestamp	phase	epoch	batch	addend1	operator	addend2	target	predicted	confidence	used_finger_counting	loss	confidence_criterion
2025-08-05 17:30:43.755	gaussian_curriculum	2	0	1	->		2	4	0.0005	True	2.513179	0.895
2025-08-05 17:30:43.755	gaussian_curriculum	2	0	1	->	2	3	10	0.0009	True	2.513179	0.895
2025-08-05 17:30:43.755	gaussian_curriculum	2	0	1	->		2	4	0.0005	True	2.513179	0.895
2025-08-05 17:30:43.755	gaussian_curriculum	2	0	2	->		3	7	0.0012	True	2.513179	0.895
2025-08-05 17:30:43.755	gaussian_curriculum	2	0	1	->		2	4	0.0005	True	2.513179	0.895
2025-08-05 17:30:43.755	gaussian_curriculum	2	0	1	->		2	4	0.0005	True	2.513179	0.895
2025-08-05 17:30:43.756	gaussian_curriculum	3	0	1	->		2	4	0.0005	True	2.522316	0.893
2025-08-05 17:30:43.756	gaussian_curriculum	3	0	2	->		3	7	0.0011	True	2.522316	0.893
2025-08-05 17:30:43.756	gaussian_curriculum	3	0	2	->		3	7	0.0011	True	2.522316	0.893
2025-08-05 17:30:43.756	gaussian_curriculum	3	0	1	->	2	3	2	0.0009	True	2.522316	0.893
2025-08-05 17:30:43.756	gaussian_curriculum	3	0	1	->	2	3	2	0.0009	True	2.522316	0.893
2025-08-05 17:30:43.756	gaussian_curriculum	3	0	1	->	2	3	2	0.0009	True	2.522316	0.893
2025-08-05 17:30:43.756	gaussian_curriculum	3	0	1	->		2	4	0.0005	True	2.522316	0.893
2025-08-05 17:30:43.756	gaussian_curriculum	3	0	1	->	2	3	2	0.0009	True	2.522316	0.893
2025-08-05 17:30:43.756	gaussian_curriculum	3	0	1	->	2	3	2	0.0009	True	2.522316	0.893
2025-08-05 17:30:43.757	gaussian_curriculum	3	0	2	->		3	7	0.0011	True	2.522316	0.893
2025-08-05 17:30:43.757	gaussian_curriculum	3	0	2	->		3	7	0.0011	True	2.522316	0.893
2025-08-05 17:30:43.757	gaussian_curriculum	3	0	1	->	2	3	2	0.0009	True	2.522316	0.893
2025-08-05 17:30:43.757	gaussian_curriculum	3	0	1	->		2	4	0.0005	True	2.522316	0.893
2025-08-05 17:30:43.757	gaussian_curriculum	3	0	1	->	2	3	2	0.0009	True	2.522316	0.893
2025-08-05 17:30:43.757	gaussian_curriculum	3	0	1	->		2	4	0.0005	True	2.522316	0.893
2025-08-05 17:30:43.757	gaussian_curriculum	4	0	4	->		5	7	0.0008	True	2.435248	0.891
2025-08-05 17:30:43.758	gaussian_curriculum	4	0	3	->		4	5	0.0010	True	2.435248	0.891
2025-08-05 17:30:43.758	gaussian_curriculum	4	0	3	->		4	5	0.0010	True	2.435248	0.891
2025-08-05 17:30:43.758	gaussian_curriculum	4	0	3	->	4	5	7	0.0009	True	2.435248	0.891
2025-08-05 17:30:43.758	gaussian_curriculum	4	0	3	->		4	5	0.0010	True	2.435248	0.891
2025-08-05 17:30:43.758	gaussian_curriculum	4	0	2	->	3	4	7	0.0011	True	2.435248	0.891
2025-08-05 17:30:43.758	gaussian_curriculum	4	0	3	->		4	5	0.0010	True	2.435248	0.891
2025-08-05 17:30:43.758	gaussian_curriculum	4	0	3	->	4	5	7	0.0009	True	2.435248	0.891
2025-08-05 17:30:43.758	gaussian_curriculum	4	0	2	->	3	4	7	0.0011	True	2.435248	0.891
2025-08-05 17:30:43.758	gaussian_curriculum	4	0	3	->		4	5	0.0010	True	2.435248	0.891
2025-08-05 17:30:43.758	gaussian_curriculum	4	0	2	->	3	4	7	0.0011	True	2.435248	0.891
2025-08-05 17:30:43.758	gaussian_curriculum	4	0	3	->	4	5	7	0.0009	True	2.435248	0.891
2025-08-05 17:30:43.758	gaussian_curriculum	4	0	2	->	3	4	7	0.0011	True	2.435248	0.891
2025-08-05 17:30:43.758	gaussian_curriculum	4	0	4	->		5	7	0.0008	True	2.435248	0.891
2025-08-05 17:30:43.758	gaussian_curriculum	4	0	4	->		5	7	0.0008	True	2.435248	0.891
2025-08-05 17:30:43.759	gaussian_curriculum	5	0	1	->	2	3	2	0.0008	True	2.475164	0.889
2025-08-05 17:30:43.759	gaussian_curriculum	5	0	2	->		3	7	0.0010	True	2.475164	0.889
2025-08-05 17:30:43.759	gaussian_curriculum	5	0	2	->		3	7	0.0010	True	2.475164	0.889
2025-08-05 17:30:43.759	gaussian_curriculum	5	0	2	->		3	7	0.0010	True	2.475164	0.889
2025-08-05 17:30:43.759	gaussian_curriculum	5	0	3	->		4	5	0.0012	True	2.475164	0.889
2025-08-05 17:30:43.759	gaussian_curriculum	5	0	2	->	3	4	7	0.0010	True	2.475164	0.889
2025-08-05 17:30:43.759	gaussian_curriculum	5	0	2	->	3	4	7	0.0010	True	2.475164	0.889
2025-08-05 17:30:43.759	gaussian_curriculum	5	0	2	->	3	4	7	0.0010	True	2.475164	0.889
2025-08-05 17:30:43.759	gaussian_curriculum	5	0	2	->	3	4	7	0.0010	True	2.475164	0.889
2025-08-05 17:30:43.759	gaussian_curriculum	5	0	2	->		3	7	0.0010	True	2.475164	0.889
2025-08-05 17:30:43.759	gaussian_curriculum	5	0	1	->	2	3	2	0.0008	True	2.475164	0.889
2025-08-05 17:30:43.760	gaussian_curriculum	5	0	2	->	3	4	7	0.0010	True	2.475164	0.889
2025-08-05 17:30:43.760	gaussian_curriculum	5	0	1	->	2	3	2	0.0008	True	2.475164	0.889
2025-08-05 17:30:43.760	gaussian_curriculum	5	0	2	->		3	7	0.0010	True	2.475164	0.889
2025-08-05 17:30:43.760	gaussian_curriculum	5	0	2	->	3	4	7	0.0010	True	2.475164	0.889
2025-08-05 17:30:43.760	gaussian_curriculum	6	0	2	->	3	4	7	0.0010	True	2.412915	0.887
2025-08-05 17:30:43.760	gaussian_curriculum	6	0	4	->		5	4	0.0010	True	2.412915	0.887
2025-08-05 17:30:43.760	gaussian_curriculum	6	0	4	->		5	4	0.0010	True	2.412915	0.887
2025-08-05 17:30:43.760	gaussian_curriculum	6	0	2	->	3	4	7	0.0010	True	2.412915	0.887
2025-08-05 17:30:43.760	gaussian_curriculum	6	0	4	->		5	4	0.0010	True	2.412915	0.887
2025-08-05 17:30:43.761	gaussian_curriculum	6	0	4	->		5	4	0.0010	True	2.412915	0.887
2025-08-05 17:30:43.761	gaussian_curriculum	6	0	3	->		4	5	0.0013	True	2.412915	0.887
2025-08-05 17:30:43.761	gaussian_curriculum	6	0	4	->		5	4	0.0010	True	2.412915	0.887
2025-08-05 17:30:43.761	gaussian_curriculum	6	0	3	->		4	5	0.0013	True	2.412915	0.887
2025-08-05 17:30:43.761	gaussian_curriculum	6	0	3	->		4	5	0.0013	True	2.412915	0.887
2025-08-05 17:30:43.761	gaussian_curriculum	6	0	3	->		4	5	0.0013	True	2.412915	0.887
2025-08-05 17:30:43.761	gaussian_curriculum	6	0	2	->	3	4	7	0.0010	True	2.412915	0.887
2025-08-05 17:30:43.761	gaussian_curriculum	6	0	3	->		4	5	0.0013	True	2.412915	0.887
2025-08-05 17:30:43.761	gaussian_curriculum	6	0	4	->		5	4	0.0010	True	2.412915	0.887
2025-08-05 17:30:43.761	gaussian_curriculum	6	0	2	->	3	4	7	0.0010	True	2.412915	0.887
2025-08-05 17:30:43.761	gaussian_curriculum	7	0	4	->		5	4	0.0011	True	2.428054	0.886
2025-08-05 17:30:43.762	gaussian_curriculum	7	0	3	->	4	5	5	0.0013	True	2.428054	0.886
2025-08-05 17:30:43.762	gaussian_curriculum	7	0	5	->		6	2	0.0006	True	2.428054	0.886
2025-08-05 17:30:43.762	gaussian_curriculum	7	0	3	->	4	5	5	0.0013	True	2.428054	0.886
2025-08-05 17:30:43.762	gaussian_curriculum	7	0	5	->		6	2	0.0006	True	2.428054	0.886
2025-08-05 17:30:43.762	gaussian_curriculum	7	0	5	->		6	2	0.0006	True	2.428054	0.886
2025-08-05 17:30:43.762	gaussian_curriculum	7	0	5	->		6	2	0.0006	True	2.428054	0.886
2025-08-05 17:30:43.762	gaussian_curriculum	7	0	3	->	4	5	5	0.0013	True	2.428054	0.886
2025-08-05 17:30:43.762	gaussian_curriculum	7	0	4	->		5	4	0.0011	True	2.428054	0.886
2025-08-05 17:30:43.762	gaussian_curriculum	7	0	3	->	4	5	5	0.0013	True	2.428054	0.886
2025-08-05 17:30:43.762	gaussian_curriculum	7	0	4	->	5	6	4	0.0013	True	2.428054	0.886
2025-08-05 17:30:43.762	gaussian_curriculum	7	0	3	->	4	5	5	0.0013	True	2.428054	0.886
2025-08-05 17:30:43.762	gaussian_curriculum	7	0	5	->		6	2	0.0006	True	2.428054	0.886
2025-08-05 17:30:43.762	gaussian_curriculum	7	0	4	->	5	6	4	0.0013	True	2.428054	0.886
2025-08-05 17:30:43.762	gaussian_curriculum	7	0	4	->	5	6	4	0.0013	True	2.428054	0.886
2025-08-05 17:30:43.763	gaussian_curriculum	8	0	4	->	5	6	4	0.0013	True	2.444297	0.884
2025-08-05 17:30:43.763	gaussian_curriculum	8	0	5	->		7	2	0.0006	True	2.444297	0.884
2025-08-05 17:30:43.763	gaussian_curriculum	8	0	4	->	5	6	4	0.0013	True	2.444297	0.884
2025-08-05 17:30:43.763	gaussian_curriculum	8	0	5	->		6	2	0.0006	True	2.444297	0.884
2025-08-05 17:30:43.763	gaussian_curriculum	8	0	5	->		6	2	0.0006	True	2.444297	0.884
2025-08-05 17:30:43.763	gaussian_curriculum	8	0	5	->		7	2	0.0006	True	2.444297	0.884
2025-08-05 17:30:43.763	gaussian_curriculum	8	0	5	->		6	2	0.0006	True	2.444297	0.884
2025-08-05 17:30:43.763	gaussian_curriculum	8	0	5	->		7	2	0.0006	True	2.444297	0.884
2025-08-05 17:30:43.763	gaussian_curriculum	8	0	5	->		7	2	0.0006	True	2.444297	0.884
2025-08-05 17:30:43.763	gaussian_curriculum	8	0	4	->	5	6	4	0.0013	True	2.444297	0.884
2025-08-05 17:30:43.763	gaussian_curriculum	8	0	5	->		7	2	0.0006	True	2.444297	0.884
2025-08-05 17:30:43.764	gaussian_curriculum	8	0	5	->		6	2	0.0006	True	2.444297	0.884
2025-08-05 17:30:43.764	gaussian_curriculum	8	0	4	->	5	6	4	0.0013	True	2.444297	0.884
2025-08-05 17:30:43.764	gaussian_curriculum	8	0	5	->		7	2	0.0006	True	2.444297	0.884
2025-08-05 17:30:43.764	gaussian_curriculum	8	0	5	->		7	2	0.0006	True	2.444297	0.884
2025-08-05 17:30:43.764	gaussian_curriculum	9	0	5	->		8	2	0.0006	True	2.482142	0.882
2025-08-05 17:30:43.764	gaussian_curriculum	9	0	5	->		7	2	0.0006	True	2.482142	0.882
2025-08-05 17:30:43.764	gaussian_curriculum	9	0	5	->		7	2	0.0006	True	2.482142	0.882
2025-08-05 17:30:43.764	gaussian_curriculum	9	0	5	->		8	2	0.0006	True	2.482142	0.882
2025-08-05 17:30:43.764	gaussian_curriculum	9	0	5	->		8	2	0.0006	True	2.482142	0.882
2025-08-05 17:30:43.765	gaussian_curriculum	9	0	5	->		7	2	0.0006	True	2.482142	0.882
2025-08-05 17:30:43.765	gaussian_curriculum	9	0	5	->		8	2	0.0006	True	2.482142	0.882
2025-08-05 17:30:43.765	gaussian_curriculum	9	0	5	->		7	2	0.0006	True	2.482142	0.882
2025-08-05 17:30:43.765	gaussian_curriculum	9	0	5	->		7	2	0.0006	True	2.482142	0.882
2025-08-05 17:30:43.765	gaussian_curriculum	9	0	5	->		7	2	0.0006	True	2.482142	0.882
2025-08-05 17:30:43.765	gaussian_curriculum	9	0	5	->		8	2	0.0006	True	2.482142	0.882
2025-08-05 17:30:43.765	gaussian_curriculum	9	0	5	->		8	2	0.0006	True	2.482142	0.882
2025-08-05 17:30:43.765	gaussian_curriculum	9	0	5	->		8	2	0.0006	True	2.482142	0.882
2025-08-05 17:30:43.765	gaussian_curriculum	9	0	5	->		7	2	0.0006	True	2.482142	0.882
2025-08-05 17:30:43.765	gaussian_curriculum	9	0	5	->		8	2	0.0006	True	2.482142	0.882
2025-08-05 17:30:43.766	gaussian_curriculum	10	0	4	->	5	6	4	0.0014	True	2.420324	0.880
2025-08-05 17:30:43.766	gaussian_curriculum	10	0	5	->		7	7	0.0007	True	2.420324	0.880
2025-08-05 17:30:43.766	gaussian_curriculum	10	0	5	->		7	7	0.0007	True	2.420324	0.880
2025-08-05 17:30:43.766	gaussian_curriculum	10	0	5	->		7	7	0.0007	True	2.420324	0.880
2025-08-05 17:30:43.766	gaussian_curriculum	10	0	5	->		6	7	0.0007	True	2.420324	0.880
2025-08-05 17:30:43.766	gaussian_curriculum	10	0	5	->		7	7	0.0007	True	2.420324	0.880
2025-08-05 17:30:43.767	gaussian_curriculum	10	0	4	->	5	6	4	0.0014	True	2.420324	0.880
2025-08-05 17:30:43.767	gaussian_curriculum	10	0	5	->		6	7	0.0007	True	2.420324	0.880
2025-08-05 17:30:43.767	gaussian_curriculum	10	0	5	->		7	7	0.0007	True	2.420324	0.880
2025-08-05 17:30:43.767	gaussian_curriculum	10	0	4	->	5	6	4	0.0014	True	2.420324	0.880
2025-08-05 17:30:43.767	gaussian_curriculum	10	0	5	->		7	7	0.0007	True	2.420324	0.880
2025-08-05 17:30:43.767	gaussian_curriculum	10	0	5	->		6	7	0.0007	True	2.420324	0.880
2025-08-05 17:30:43.767	gaussian_curriculum	10	0	5	->		6	7	0.0007	True	2.420324	0.880
2025-08-05 17:30:43.767	gaussian_curriculum	10	0	4	->	5	6	4	0.0014	True	2.420324	0.880
2025-08-05 17:30:43.767	gaussian_curriculum	10	0	4	->	5	6	4	0.0014	True	2.420324	0.880
2025-08-05 17:30:43.767	gaussian_curriculum	11	0	5	->		8	7	0.0008	True	2.454243	0.879
2025-08-05 17:30:43.768	gaussian_curriculum	11	0	5	->		8	7	0.0008	True	2.454243	0.879
2025-08-05 17:30:43.768	gaussian_curriculum	11	0	5	->		8	7	0.0008	True	2.454243	0.879
2025-08-05 17:30:43.768	gaussian_curriculum	11	0	5	->		7	7	0.0008	True	2.454243	0.879
2025-08-05 17:30:43.768	gaussian_curriculum	11	0	5	->		7	7	0.0008	True	2.454243	0.879
2025-08-05 17:30:43.768	gaussian_curriculum	11	0	5	->		7	7	0.0008	True	2.454243	0.879
2025-08-05 17:30:43.768	gaussian_curriculum	11	0	5	->		8	7	0.0008	True	2.454243	0.879
2025-08-05 17:30:43.768	gaussian_curriculum	11	0	5	->		7	7	0.0008	True	2.454243	0.879
2025-08-05 17:30:43.768	gaussian_curriculum	11	0	5	->		8	7	0.0008	True	2.454243	0.879
2025-08-05 17:30:43.768	gaussian_curriculum	11	0	5	->		8	7	0.0008	True	2.454243	0.879
2025-08-05 17:30:43.768	gaussian_curriculum	11	0	5	->		7	7	0.0008	True	2.454243	0.879
2025-08-05 17:30:43.768	gaussian_curriculum	11	0	5	->		8	7	0.0008	True	2.454243	0.879
2025-08-05 17:30:43.768	gaussian_curriculum	11	0	5	->		7	7	0.0008	True	2.454243	0.879
2025-08-05 17:30:43.768	gaussian_curriculum	11	0	5	->		8	7	0.0008	True	2.454243	0.879
2025-08-05 17:30:43.768	gaussian_curriculum	11	0	5	->		7	7	0.0008	True	2.454243	0.879
2025-08-05 17:30:43.801	gaussian_curriculum	12	0	5	->		6	7	0.0009	True	2.409073	0.877
2025-08-05 17:30:43.801	gaussian_curriculum	12	0	4	->		5	7	0.0014	True	2.409073	0.877
2025-08-05 17:30:43.801	gaussian_curriculum	12	0	5	->		6	7	0.0009	True	2.409073	0.877
2025-08-05 17:30:43.801	gaussian_curriculum	12	0	3	->	4	5	7	0.0015	True	2.409073	0.877
2025-08-05 17:30:43.801	gaussian_curriculum	12	0	5	->		6	7	0.0009	True	2.409073	0.877
2025-08-05 17:30:43.801	gaussian_curriculum	12	0	5	->		6	7	0.0009	True	2.409073	0.877
2025-08-05 17:30:43.801	gaussian_curriculum	12	0	4	->	5	6	4	0.0015	True	2.409073	0.877
2025-08-05 17:30:43.801	gaussian_curriculum	12	0	4	->		5	7	0.0014	True	2.409073	0.877
2025-08-05 17:30:43.801	gaussian_curriculum	12	0	4	->	5	6	4	0.0015	True	2.409073	0.877
2025-08-05 17:30:43.802	gaussian_curriculum	12	0	5	->		6	7	0.0009	True	2.409073	0.877
2025-08-05 17:30:43.802	gaussian_curriculum	12	0	3	->	4	5	7	0.0015	True	2.409073	0.877
2025-08-05 17:30:43.802	gaussian_curriculum	12	0	4	->		5	7	0.0014	True	2.409073	0.877
2025-08-05 17:30:43.802	gaussian_curriculum	12	0	5	->		6	7	0.0009	True	2.409073	0.877
2025-08-05 17:30:43.802	gaussian_curriculum	12	0	4	->	5	6	4	0.0015	True	2.409073	0.877
2025-08-05 17:30:43.802	gaussian_curriculum	12	0	3	->	4	5	7	0.0015	True	2.409073	0.877
2025-08-05 17:30:43.802	gaussian_curriculum	13	0	5	->		7	7	0.0009	True	2.445519	0.875
2025-08-05 17:30:43.802	gaussian_curriculum	13	0	5	->		8	7	0.0009	True	2.445519	0.875
2025-08-05 17:30:43.802	gaussian_curriculum	13	0	5	->		8	7	0.0009	True	2.445519	0.875
2025-08-05 17:30:43.802	gaussian_curriculum	13	0	5	->		7	7	0.0009	True	2.445519	0.875
2025-08-05 17:30:43.802	gaussian_curriculum	13	0	5	->		8	7	0.0009	True	2.445519	0.875
2025-08-05 17:30:43.802	gaussian_curriculum	13	0	5	->		7	7	0.0009	True	2.445519	0.875
2025-08-05 17:30:43.803	gaussian_curriculum	13	0	5	->		7	7	0.0009	True	2.445519	0.875
2025-08-05 17:30:43.803	gaussian_curriculum	13	0	5	->		8	7	0.0009	True	2.445519	0.875
2025-08-05 17:30:43.803	gaussian_curriculum	13	0	5	->		8	7	0.0009	True	2.445519	0.875
2025-08-05 17:30:43.803	gaussian_curriculum	13	0	5	->		8	7	0.0009	True	2.445519	0.875
2025-08-05 17:30:43.803	gaussian_curriculum	13	0	5	->		7	7	0.0009	True	2.445519	0.875
2025-08-05 17:30:43.803	gaussian_curriculum	13	0	5	->		8	7	0.0009	True	2.445519	0.875
2025-08-05 17:30:43.803	gaussian_curriculum	13	0	5	->		8	7	0.0009	True	2.445519	0.875
2025-08-05 17:30:43.803	gaussian_curriculum	13	0	5	->		8	7	0.0009	True	2.445519	0.875
2025-08-05 17:30:43.803	gaussian_curriculum	13	0	5	->		7	7	0.0009	True	2.445519	0.875
2025-08-05 17:30:43.803	gaussian_curriculum	14	0	5	->		11	7	0.0010	True	2.560625	0.873
2025-08-05 17:30:43.803	gaussian_curriculum	14	0	5	->		10	7	0.0010	True	2.560625	0.873
2025-08-05 17:30:43.803	gaussian_curriculum	14	0	5	->		10	7	0.0010	True	2.560625	0.873
2025-08-05 17:30:43.803	gaussian_curriculum	14	0	5	->		11	7	0.0010	True	2.560625	0.873
2025-08-05 17:30:43.804	gaussian_curriculum	14	0	5	->		11	7	0.0010	True	2.560625	0.873
2025-08-05 17:30:43.804	gaussian_curriculum	14	0	5	->		10	7	0.0010	True	2.560625	0.873
2025-08-05 17:30:43.804	gaussian_curriculum	14	0	5	->		11	7	0.0010	True	2.560625	0.873
2025-08-05 17:30:43.804	gaussian_curriculum	14	0	5	->		11	7	0.0010	True	2.560625	0.873
2025-08-05 17:30:43.804	gaussian_curriculum	14	0	5	->		11	7	0.0010	True	2.560625	0.873
2025-08-05 17:30:43.804	gaussian_curriculum	14	0	5	->		11	7	0.0010	True	2.560625	0.873
2025-08-05 17:30:43.804	gaussian_curriculum	14	0	5	->		11	7	0.0010	True	2.560625	0.873
2025-08-05 17:30:43.804	gaussian_curriculum	14	0	5	->		10	7	0.0010	True	2.560625	0.873
2025-08-05 17:30:43.804	gaussian_curriculum	14	0	5	->		11	7	0.0010	True	2.560625	0.873
2025-08-05 17:30:43.804	gaussian_curriculum	14	0	5	->		11	7	0.0010	True	2.560625	0.873
2025-08-05 17:30:43.804	gaussian_curriculum	14	0	5	->		11	7	0.0010	True	2.560625	0.873
2025-08-05 17:30:43.804	gaussian_curriculum	15	0	5	->		9	7	0.0009	True	2.463321	0.872
2025-08-05 17:30:43.804	gaussian_curriculum	15	0	5	->		9	7	0.0009	True	2.463321	0.872
2025-08-05 17:30:43.804	gaussian_curriculum	15	0	5	->		10	7	0.0009	True	2.463321	0.872
2025-08-05 17:30:43.805	gaussian_curriculum	15	0	5	->		9	7	0.0009	True	2.463321	0.872
2025-08-05 17:30:43.805	gaussian_curriculum	15	0	5	->		10	7	0.0009	True	2.463321	0.872
2025-08-05 17:30:43.805	gaussian_curriculum	15	0	5	->		9	7	0.0009	True	2.463321	0.872
2025-08-05 17:30:43.805	gaussian_curriculum	15	0	5	->		10	7	0.0009	True	2.463321	0.872
2025-08-05 17:30:43.805	gaussian_curriculum	15	0	5	->		10	7	0.0009	True	2.463321	0.872
2025-08-05 17:30:43.805	gaussian_curriculum	15	0	5	->		10	7	0.0009	True	2.463321	0.872
2025-08-05 17:30:43.805	gaussian_curriculum	15	0	5	->		10	7	0.0009	True	2.463321	0.872
2025-08-05 17:30:43.805	gaussian_curriculum	15	0	5	->		10	7	0.0009	True	2.463321	0.872
2025-08-05 17:30:43.805	gaussian_curriculum	15	0	5	->		10	7	0.0009	True	2.463321	0.872
2025-08-05 17:30:43.805	gaussian_curriculum	15	0	5	->		10	7	0.0009	True	2.463321	0.872
2025-08-05 17:30:43.805	gaussian_curriculum	15	0	5	->		10	7	0.0009	True	2.463321	0.872
2025-08-05 17:30:43.805	gaussian_curriculum	15	0	5	->		9	7	0.0009	True	2.463321	0.872
2025-08-05 17:30:43.805	gaussian_curriculum	16	0	5	->		9	7	0.0010	True	2.485837	0.870
2025-08-05 17:30:43.805	gaussian_curriculum	16	0	5	->		9	7	0.0010	True	2.485837	0.870
2025-08-05 17:30:43.806	gaussian_curriculum	16	0	5	->		9	7	0.0010	True	2.485837	0.870
2025-08-05 17:30:43.806	gaussian_curriculum	16	0	5	->		9	7	0.0010	True	2.485837	0.870
2025-08-05 17:30:43.806	gaussian_curriculum	16	0	5	->		8	7	0.0010	True	2.485837	0.870
2025-08-05 17:30:43.806	gaussian_curriculum	16	0	5	->		9	7	0.0010	True	2.485837	0.870
2025-08-05 17:30:43.806	gaussian_curriculum	16	0	5	->		9	7	0.0010	True	2.485837	0.870
2025-08-05 17:30:43.806	gaussian_curriculum	16	0	5	->		9	7	0.0010	True	2.485837	0.870
2025-08-05 17:30:43.806	gaussian_curriculum	16	0	5	->		8	7	0.0010	True	2.485837	0.870
2025-08-05 17:30:43.806	gaussian_curriculum	16	0	5	->		8	7	0.0010	True	2.485837	0.870
2025-08-05 17:30:43.806	gaussian_curriculum	16	0	5	->		8	7	0.0010	True	2.485837	0.870
2025-08-05 17:30:43.806	gaussian_curriculum	16	0	5	->		9	7	0.0010	True	2.485837	0.870
2025-08-05 17:30:43.806	gaussian_curriculum	16	0	5	->		8	7	0.0010	True	2.485837	0.870
2025-08-05 17:30:43.806	gaussian_curriculum	16	0	5	->		8	7	0.0010	True	2.485837	0.870
2025-08-05 17:30:43.806	gaussian_curriculum	16	0	5	->		8	7	0.0010	True	2.485837	0.870
2025-08-05 17:30:43.806	gaussian_curriculum	17	0	5	->		10	7	0.0010	True	2.468339	0.868
2025-08-05 17:30:43.807	gaussian_curriculum	17	0	5	->		10	7	0.0010	True	2.468339	0.868
2025-08-05 17:30:43.807	gaussian_curriculum	17	0	5	->		11	7	0.0010	True	2.468339	0.868
2025-08-05 17:30:43.807	gaussian_curriculum	17	0	5	->		10	7	0.0010	True	2.468339	0.868
